game_id,market_moneyline_home,market_moneyline_away
2020_13_NO_ATL,127,-141
2020_13_DET_CHI,-161,145
2020_13_IND_HOU,157,-176
2020_13_CIN_MIA,-491,397
2020_13_JAX_MIN,-445,365
2020_13_LV_NYJ,295,-349
2020_13_CLE_TEN,-200,178
2020_13_LA_ARI,130,-144
2020_13_NYG_SEA,-514,413
2020_13_PHI_GB,-393,328
2020_13_NE_LAC,-129,117
2020_13_DEN_KC,-660,510
2020_13_WAS_PIT,-265,231
2020_13_BUF_SF,-122,110
2020_13_DAL_BAL,-390,326
