game_id,market_closing_total
2022_18_KC_LV,51.5
2022_18_TEN_JAX,39.5
2022_18_TB_ATL,40.5
2022_18_NE_BUF,44.0
2022_18_MIN_CHI,42.5
2022_18_BAL_CIN,39.0
2022_18_HOU_IND,38.0
2022_18_NYJ_MIA,37.5
2022_18_CAR_NO,41.5
2022_18_CLE_PIT,40.0
2022_18_LAC_DEN,38.5
2022_18_NYG_PHI,42.5
2022_18_LA_SEA,41.5
2022_18_ARI_SF,40.0
2022_18_DAL_WAS,40.5
2022_18_DET_GB,49.0
