"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Cincinnati Bengals","RB","6","2025","Cincinnati","Bengals","1","1","1","3","1","118.8","156","714","4.58","6","33","29","278","8.42","4","32.1","192.3"
"2","Baltimore Ravens","RB","6","2025","Baltimore","Ravens","0","0","0","0","0","","137","643","4.69","7","38","31","238","6.26","2","28.9","173.1"
"3","Tennessee Titans","RB","6","2025","Tennessee","Titans","0","0","0","0","0","","147","684","4.65","9","32","24","161","5.03","1","27.9","167.5"
"4","Dallas Cowboys","RB","6","2025","Dallas","Cowboys","0","0","0","0","0","","139","657","4.73","4","39","34","354","9.08","1","27.4","164.1"
"5","Chicago Bears","RB","5","2025","Chicago","Bears","0","0","0","0","0","","112","629","5.62","3","24","23","158","6.58","3","26.9","134.7"
"6","Buffalo Bills","RB","6","2025","Buffalo","Bills","0","0","0","0","0","","128","696","5.44","8","38","28","157","4.13","0","26.6","159.3"
"7","Miami Dolphins","RB","6","2025","Miami","Dolphins","0","0","0","0","0","","144","806","5.60","2","35","30","270","7.71","1","26.1","156.6"
"8","Philadelphia Eagles","RB","6","2025","Philadelphia","Eagles","0","0","0","0","0","","137","594","4.34","6","28","23","217","7.75","2","25.0","150.1"
"9","Arizona Cardinals","RB","6","2025","Arizona","Cardinals","0","0","0","0","0","","125","533","4.26","4","37","30","219","5.92","1","22.4","134.2"
"10","San Francisco 49ers","RB","6","2025","San Francisco","49ers","0","0","0","0","0","","130","544","4.18","4","36","30","154","4.28","2","22.3","133.8"
"11","New York Giants","RB","6","2025","New York","Giants","0","0","0","0","0","","108","593","5.49","5","32","27","181","5.66","0","22.2","133.4"
"12","Tampa Bay Buccaneers","RB","6","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","110","392","3.56","4","36","31","322","8.94","1","22.1","132.4"
"13","Minnesota Vikings","RB","5","2025","Minnesota","Vikings","0","0","0","0","0","","128","558","4.36","3","29","22","148","5.10","0","21.9","109.6"
"14","Washington Commanders","RB","6","2025","Washington","Commanders","0","0","0","0","0","","137","532","3.88","3","29","23","281","9.69","1","21.4","128.3"
"15","Las Vegas Raiders","RB","6","2025","Las Vegas","Raiders","0","0","0","0","0","","109","455","4.17","7","32","25","136","4.25","0","21.4","128.1"
"16","Seattle Seahawks","RB","6","2025","Seattle","Seahawks","0","0","0","0","0","","119","371","3.12","2","49","41","312","6.37","1","21.2","127.3"
"17","Pittsburgh Steelers","RB","5","2025","Pittsburgh","Steelers","0","0","0","0","0","","112","446","3.98","2","27","25","191","7.07","1","20.7","103.7"
"18","Los Angeles Chargers","RB","6","2025","Los Angeles","Chargers","0","0","0","0","0","","106","527","4.97","5","33","25","145","4.39","0","20.5","123.2"
"19","Kansas City Chiefs","RB","6","2025","Kansas City","Chiefs","0","0","0","0","0","","110","522","4.75","3","32","27","200","6.25","1","20.5","123.2"
"20","New Orleans Saints","RB","6","2025","New Orleans","Saints","0","0","0","0","0","","137","512","3.74","3","31","26","165","5.32","2","20.3","121.7"
"21","New York Jets","RB","6","2025","New York","Jets","0","0","0","0","0","","144","589","4.09","4","24","17","91","3.79","2","20.2","121.0"
"22","Carolina Panthers","RB","6","2025","Carolina","Panthers","0","0","0","0","0","","111","483","4.35","3","35","29","156","4.46","1","19.3","115.9"
"23","Houston Texans","RB","5","2025","Houston","Texans","0","0","0","0","0","","102","389","3.81","5","21","16","103","4.90","0","19.0","95.2"
"24","Jacksonville Jaguars","RB","6","2025","Jacksonville","Jaguars","0","0","0","0","0","","110","402","3.65","2","36","26","233","6.47","2","18.9","113.5"
"25","Indianapolis Colts","RB","6","2025","Indianapolis","Colts","0","0","0","0","0","","111","473","4.26","3","36","23","181","5.03","1","18.6","111.4"
"26","Detroit Lions","RB","6","2025","Detroit","Lions","1","1","0","0","0","39.6","105","419","3.99","4","37","29","164","4.43","0","18.2","109.3"
"27","Green Bay Packers","RB","5","2025","Green Bay","Packers","0","0","0","0","0","","88","325","3.69","2","34","30","122","3.59","0","17.7","88.7"
"28","Denver Broncos","RB","6","2025","Denver","Broncos","0","0","0","0","0","","114","472","4.14","1","19","17","230","12.11","2","17.4","104.2"
"29","New England Patriots","RB","6","2025","New England","Patriots","0","0","0","0","0","","119","373","3.13","2","31","27","217","7.00","1","17.3","104.0"
"30","Cleveland Browns","RB","6","2025","Cleveland","Browns","1","1","1","32","1","158.3","124","401","3.23","3","32","25","111","3.47","0","16.2","97.5"
"31","Los Angeles Rams","RB","6","2025","Los Angeles","Rams","0","0","0","0","0","","133","498","3.74","0","32","26","164","5.13","1","16.2","97.2"
"32","Atlanta Falcons","RB","5","2025","Atlanta","Falcons","0","0","0","0","0","","92","410","4.46","1","21","16","69","3.29","2","16.2","80.9"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
