"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Cincinnati Bengals","RB","9","2025","Cincinnati","Bengals","2","2","2","7","2","120.8","231","1266","5.48","9","53","45","390","7.36","4","33.2","298.9"
"2","New York Giants","RB","10","2025","New York","Giants","0","0","0","0","0","","205","1197","5.84","9","56","45","310","5.54","3","26.7","266.7"
"3","Atlanta Falcons","RB","9","2025","Atlanta","Falcons","0","0","0","0","0","","220","1054","4.79","7","48","39","276","5.75","4","26.3","237.0"
"4","Dallas Cowboys","RB","9","2025","Dallas","Cowboys","0","0","0","0","0","","203","993","4.89","7","49","43","410","8.37","2","26.3","236.3"
"5","Tennessee Titans","RB","9","2025","Tennessee","Titans","0","0","0","0","0","","209","1029","4.92","12","38","29","185","4.87","2","25.9","233.4"
"6","Buffalo Bills","RB","9","2025","Buffalo","Bills","0","0","0","0","0","","196","1049","5.35","12","47","35","214","4.55","0","25.7","231.3"
"7","Baltimore Ravens","RB","9","2025","Baltimore","Ravens","0","0","0","0","0","","184","857","4.66","9","57","44","334","5.86","2","25.5","229.1"
"8","Miami Dolphins","RB","10","2025","Miami","Dolphins","0","0","0","0","0","","228","1126","4.94","6","56","50","392","7.00","1","24.3","242.8"
"9","Washington Commanders","RB","10","2025","Washington","Commanders","0","0","0","0","0","","240","1076","4.48","7","41","33","360","8.78","3","23.9","238.6"
"10","Tampa Bay Buccaneers","RB","9","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","165","723","4.38","8","47","42","460","9.79","1","23.8","214.3"
"11","Philadelphia Eagles","RB","9","2025","Philadelphia","Eagles","0","0","0","0","0","","193","782","4.05","8","42","34","314","7.48","3","23.0","206.6"
"12","Chicago Bears","RB","9","2025","Chicago","Bears","0","0","0","0","0","","186","915","4.92","5","47","38","287","6.11","3","22.6","203.2"
"13","San Francisco 49ers","RB","10","2025","San Francisco","49ers","0","0","0","0","0","","217","917","4.23","6","59","50","314","5.32","3","22.5","225.1"
"14","New Orleans Saints","RB","10","2025","New Orleans","Saints","0","0","0","0","0","","258","1055","4.09","8","40","35","229","5.73","2","22.1","221.4"
"15","Las Vegas Raiders","RB","9","2025","Las Vegas","Raiders","0","0","0","0","0","","196","778","3.97","9","51","41","220","4.31","0","21.9","196.8"
"16","Arizona Cardinals","RB","9","2025","Arizona","Cardinals","0","0","0","0","0","","195","872","4.47","8","42","34","223","5.31","1","21.7","195.5"
"17","New York Jets","RB","9","2025","New York","Jets","0","0","0","0","0","","221","938","4.24","6","36","27","183","5.08","3","21.5","193.1"
"18","Carolina Panthers","RB","10","2025","Carolina","Panthers","0","0","0","0","0","","205","977","4.77","6","56","46","271","4.84","1","21.2","211.8"
"19","Los Angeles Chargers","RB","10","2025","Los Angeles","Chargers","0","0","0","0","0","","168","829","4.93","8","54","42","290","5.37","0","20.3","202.9"
"20","Minnesota Vikings","RB","9","2025","Minnesota","Vikings","0","0","0","0","0","","228","930","4.08","6","46","35","196","4.26","0","20.2","181.6"
"21","Indianapolis Colts","RB","10","2025","Indianapolis","Colts","0","0","0","0","0","","191","779","4.08","8","57","42","276","4.84","1","20.1","200.5"
"22","Seattle Seahawks","RB","9","2025","Seattle","Seahawks","0","0","0","0","0","","176","601","3.41","3","67","50","375","5.60","2","19.7","177.6"
"23","Houston Texans","RB","9","2025","Houston","Texans","0","0","0","0","0","","176","658","3.74","8","45","33","237","5.27","1","19.6","176.5"
"24","Pittsburgh Steelers","RB","9","2025","Pittsburgh","Steelers","0","0","0","0","0","","195","823","4.22","4","44","38","256","5.82","1","19.2","172.9"
"25","Jacksonville Jaguars","RB","9","2025","Jacksonville","Jaguars","0","0","0","0","0","","166","645","3.89","3","50","38","334","6.68","3","19.1","171.9"
"26","Kansas City Chiefs","RB","9","2025","Kansas City","Chiefs","0","0","0","0","0","","158","699","4.42","4","45","38","303","6.73","1","18.7","168.2"
"27","Green Bay Packers","RB","9","2025","Green Bay","Packers","0","0","0","0","0","","187","717","3.83","4","54","46","238","4.41","0","18.5","166.5"
"28","Denver Broncos","RB","10","2025","Denver","Broncos","0","0","0","0","0","","205","778","3.80","5","36","26","288","8.00","3","18.0","179.6"
"29","New England Patriots","RB","10","2025","New England","Patriots","0","0","0","0","0","","175","575","3.29","2","69","59","368","5.33","1","17.1","171.3"
"30","Detroit Lions","RB","9","2025","Detroit","Lions","1","1","0","0","0","39.6","157","646","4.11","5","48","38","197","4.10","0","16.7","150.3"
"31","Cleveland Browns","RB","9","2025","Cleveland","Browns","1","1","1","32","1","158.3","192","711","3.70","3","43","32","187","4.35","1","16.5","148.1"
"32","Los Angeles Rams","RB","9","2025","Los Angeles","Rams","0","0","0","0","0","","175","660","3.77","1","49","39","253","5.16","1","15.6","140.3"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
