"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Cincinnati Bengals","RB","12","2025","Cincinnati","Bengals","2","2","2","7","2","120.8","296","1534","5.18","11","73","61","552","7.56","6","31.8","381.9"
"2","New York Giants","RB","13","2025","New York","Giants","0","0","0","0","0","","267","1629","6.10","12","79","66","442","5.59","4","28.5","370.1"
"3","Buffalo Bills","RB","12","2025","Buffalo","Bills","0","0","0","0","0","","264","1354","5.13","15","58","45","287","4.95","1","25.3","303.1"
"4","Washington Commanders","RB","12","2025","Washington","Commanders","0","0","0","0","0","","290","1304","4.50","10","55","45","456","8.29","3","25.1","301.0"
"5","New York Jets","RB","12","2025","New York","Jets","0","0","0","0","0","","297","1242","4.18","12","53","42","333","6.28","4","24.6","295.5"
"6","Carolina Panthers","RB","13","2025","Carolina","Panthers","0","0","0","0","0","","282","1373","4.87","12","71","60","373","5.25","1","24.0","311.6"
"7","Tampa Bay Buccaneers","RB","12","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","217","929","4.28","8","61","56","672","11.02","4","23.9","287.1"
"8","Atlanta Falcons","RB","12","2025","Atlanta","Falcons","0","0","0","0","0","","273","1219","4.47","8","69","54","393","5.70","4","23.9","286.2"
"9","Philadelphia Eagles","RB","12","2025","Philadelphia","Eagles","0","0","0","0","0","","274","1214","4.43","10","55","43","458","8.33","3","23.8","285.2"
"10","Tennessee Titans","RB","12","2025","Tennessee","Titans","0","0","0","0","0","","267","1241","4.65","14","48","36","246","5.13","2","23.3","279.7"
"11","Arizona Cardinals","RB","12","2025","Arizona","Cardinals","0","0","0","0","0","","260","1150","4.42","11","57","47","335","5.88","3","23.1","277.5"
"12","Dallas Cowboys","RB","12","2025","Dallas","Cowboys","0","0","0","0","0","","239","1110","4.64","7","71","61","535","7.54","2","23.1","277.5"
"13","Baltimore Ravens","RB","12","2025","Baltimore","Ravens","0","0","0","0","0","","252","1105","4.38","9","72","57","459","6.38","2","23.1","277.4"
"14","Las Vegas Raiders","RB","12","2025","Las Vegas","Raiders","0","0","0","0","0","","282","1138","4.04","13","56","45","290","5.18","1","22.8","273.8"
"15","Miami Dolphins","RB","12","2025","Miami","Dolphins","0","0","0","0","0","","275","1308","4.76","6","63","57","441","7.00","1","22.7","272.9"
"16","San Francisco 49ers","RB","13","2025","San Francisco","49ers","0","0","0","0","0","","265","1123","4.24","7","86","75","467","5.43","3","22.6","294.0"
"17","New Orleans Saints","RB","12","2025","New Orleans","Saints","0","0","0","0","0","","312","1329","4.26","9","44","38","271","6.16","2","22.0","264.0"
"18","Chicago Bears","RB","12","2025","Chicago","Bears","0","0","0","0","0","","249","1246","5.00","7","61","48","339","5.56","3","22.0","263.5"
"19","Minnesota Vikings","RB","12","2025","Minnesota","Vikings","0","0","0","0","0","","328","1283","3.91","10","54","42","251","4.65","0","21.1","253.4"
"20","Los Angeles Chargers","RB","12","2025","Los Angeles","Chargers","0","0","0","0","0","","226","1049","4.64","11","62","48","320","5.16","0","21.0","251.9"
"21","Indianapolis Colts","RB","12","2025","Indianapolis","Colts","0","0","0","0","0","","255","994","3.90","10","67","51","345","5.15","1","20.7","248.9"
"22","Green Bay Packers","RB","12","2025","Green Bay","Packers","1","1","0","0","0","39.6","267","1032","3.87","7","69","59","342","4.96","0","20.0","239.4"
"23","Pittsburgh Steelers","RB","12","2025","Pittsburgh","Steelers","0","0","0","0","0","","279","1203","4.31","5","59","51","351","5.95","1","19.8","237.4"
"24","Houston Texans","RB","12","2025","Houston","Texans","0","0","0","0","0","","230","891","3.87","9","64","50","366","5.72","1","19.6","235.7"
"25","Cleveland Browns","RB","12","2025","Cleveland","Browns","2","2","1","32","1","135.4","262","976","3.73","5","64","52","341","5.33","2","19.0","228.0"
"26","Seattle Seahawks","RB","12","2025","Seattle","Seahawks","0","0","0","0","0","","227","796","3.51","4","87","66","444","5.10","2","18.8","225.0"
"27","Kansas City Chiefs","RB","12","2025","Kansas City","Chiefs","1","1","0","0","0","39.6","211","912","4.32","6","56","48","347","6.20","2","18.5","221.9"
"28","Jacksonville Jaguars","RB","12","2025","Jacksonville","Jaguars","0","0","0","0","0","","203","764","3.76","4","69","55","411","5.96","3","17.8","213.5"
"29","Denver Broncos","RB","12","2025","Denver","Broncos","0","0","0","0","0","","239","928","3.88","7","45","31","299","6.64","3","17.7","212.7"
"30","Los Angeles Rams","RB","12","2025","Los Angeles","Rams","0","0","0","0","0","","261","997","3.82","2","62","51","381","6.15","2","17.6","210.8"
"31","New England Patriots","RB","13","2025","New England","Patriots","0","0","0","0","0","","234","860","3.68","3","81","67","428","5.28","1","16.9","219.8"
"32","Detroit Lions","RB","12","2025","Detroit","Lions","1","1","0","0","0","39.6","242","969","4.00","5","57","45","289","5.07","0","16.6","198.8"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
