game_id,market_moneyline_home,market_moneyline_away
2017_07_KC_OAK,140,-155
2017_07_TB_BUF,-166,150
2017_07_CAR_CHI,126,-139
2017_07_TEN_CLE,205,-230
2017_07_NO_GB,171,-190
2017_07_JAX_IND,141,-156
2017_07_ARI_LA,-164,148
2017_07_NYJ_MIA,-160,144
2017_07_BAL_MIN,-220,197
2017_07_DAL_SF,235,-265
2017_07_DEN_LAC,-105,-105
2017_07_SEA_NYG,186,-208
2017_07_CIN_PIT,-199,179
2017_07_ATL_NE,-150,136
2017_07_WAS_PHI,-225,201
