game_id,market_closing_total
2015_04_BAL_PIT,44.0
2015_04_NYJ_MIA,42.0
2015_04_HOU_ATL,47.5
2015_04_NYG_BUF,46.5
2015_04_OAK_CHI,44.5
2015_04_KC_CIN,45.0
2015_04_JAX_IND,43.0
2015_04_CAR_TB,40.0
2015_04_PHI_WAS,46.0
2015_04_CLE_SD,44.5
2015_04_STL_ARI,43.5
2015_04_MIN_DEN,43.5
2015_04_GB_SF,48.0
2015_04_DAL_NO,48.0
2015_04_DET_SEA,43.0
