game_id,market_closing_spread
2024_17_KC_PIT,3.0
2024_17_BAL_HOU,5.5
2024_17_SEA_CHI,3.5
2024_17_LAC_NE,6.0
2024_17_DEN_CIN,-3.5
2024_17_ARI_LA,-6.5
2024_17_NYJ_BUF,-10.0
2024_17_TEN_JAX,1.0
2024_17_LV_NO,2.0
2024_17_IND_NYG,7.5
2024_17_DAL_PHI,-7.5
2024_17_CAR_TB,-9.5
2024_17_MIA_CLE,3.0
2024_17_GB_MIN,1.0
2024_17_ATL_WAS,-3.5
2024_17_DET_SF,4.0
