game_id,market_closing_spread
2024_12_PIT_CLE,3.5
2024_12_KC_CAR,11.0
2024_12_MIN_CHI,3.0
2024_12_TEN_HOU,-8.0
2024_12_DET_IND,7.0
2024_12_NE_MIA,-7.5
2024_12_TB_NYG,6.5
2024_12_DAL_WAS,-10.5
2024_12_DEN_LV,6.5
2024_12_SF_GB,-6.5
2024_12_ARI_SEA,1.0
2024_12_PHI_LA,3.0
2024_12_BAL_LAC,3.0
