game_id,teams,home_score,away_score
2019_01_GB_CHI,GB@CHI,3,10
2019_01_LA_CAR,LA@CAR,27,30
2019_01_TEN_CLE,TEN@CLE,13,43
2019_01_KC_JAX,KC@JAX,26,40
2019_01_BAL_MIA,BAL@MIA,10,59
2019_01_ATL_MIN,ATL@MIN,28,12
2019_01_BUF_NYJ,BUF@NYJ,16,17
2019_01_WAS_PHI,WAS@PHI,32,27
2019_01_IND_LAC,IND@LAC,30,24
2019_01_CIN_SEA,CIN@SEA,21,20
2019_01_DET_ARI,DET@ARI,27,27
2019_01_NYG_DAL,NYG@DAL,35,17
2019_01_SF_TB,SF@TB,17,31
2019_01_PIT_NE,PIT@NE,33,3
2019_01_HOU_NO,HOU@NO,30,28
2019_01_DEN_OAK,DEN@OAK,24,16
