game_id,teams,home_score,away_score
2019_03_TEN_JAX,TEN@JAX,20,7
2019_03_CIN_BUF,CIN@BUF,21,17
2019_03_MIA_DAL,MIA@DAL,31,6
2019_03_DEN_GB,DEN@GB,27,16
2019_03_ATL_IND,ATL@IND,27,24
2019_03_BAL_KC,BAL@KC,33,28
2019_03_OAK_MIN,OAK@MIN,34,14
2019_03_NYJ_NE,NYJ@NE,30,14
2019_03_DET_PHI,DET@PHI,24,27
2019_03_CAR_ARI,CAR@ARI,20,38
2019_03_NYG_TB,NYG@TB,31,32
2019_03_HOU_LAC,HOU@LAC,20,27
2019_03_NO_SEA,NO@SEA,27,33
2019_03_PIT_SF,PIT@SF,24,20
2019_03_LA_CLE,LA@CLE,13,20
2019_03_CHI_WAS,CHI@WAS,15,31
