game_id,market_closing_spread
2020_15_LAC_LV,-3.5
2020_15_BUF_DEN,5.5
2020_15_CAR_GB,-9.5
2020_15_TB_ATL,6.0
2020_15_JAX_BAL,-13.0
2020_15_SF_DAL,4.0
2020_15_HOU_IND,-7.5
2020_15_NE_MIA,1.5
2020_15_CHI_MIN,-2.5
2020_15_DET_TEN,-9.5
2020_15_SEA_WAS,6.0
2020_15_PHI_ARI,-6.5
2020_15_NYJ_LA,-17.5
2020_15_KC_NO,2.5
2020_15_CLE_NYG,6.0
2020_15_PIT_CIN,14.5
