game_id,market_closing_spread
2020_03_MIA_JAX,-3.0
2020_03_CHI_ATL,-2.5
2020_03_LA_BUF,-1.5
2020_03_WAS_CLE,-7.5
2020_03_TEN_MIN,3.0
2020_03_LV_NE,-7.0
2020_03_SF_NYG,3.0
2020_03_CIN_PHI,-5.5
2020_03_HOU_PIT,-4.0
2020_03_NYJ_IND,-12.5
2020_03_CAR_LAC,-6.0
2020_03_DET_ARI,-4.5
2020_03_TB_DEN,6.0
2020_03_DAL_SEA,-5.5
2020_03_GB_NO,-3.5
2020_03_KC_BAL,-3.5
