game_id,market_closing_spread
2020_18_IND_BUF,-7.0
2020_18_LA_SEA,-3.0
2020_18_TB_WAS,10.0
2020_18_BAL_TEN,3.5
2020_18_CHI_NO,-11.0
2020_18_CLE_PIT,-5.0
