game_id,market_closing_spread
2013_08_CAR_TB,6.5
2013_08_DAL_DET,-3.0
2013_08_SF_JAX,16.0
2013_08_CLE_KC,-7.0
2013_08_MIA_NE,-6.5
2013_08_BUF_NO,-10.5
2013_08_NYG_PHI,-5.5
2013_08_NYJ_CIN,-6.0
2013_08_PIT_OAK,2.5
2013_08_ATL_ARI,-2.5
2013_08_WAS_DEN,-11.0
2013_08_GB_MIN,7.0
2013_08_SEA_STL,13.0
