game_id,teams,kickoff,stadium,home_team,away_team
2019_03_TEN_JAX,TEN@JAX,2019-09-19T20:20,TIAA Bank Stadium,JAX,TEN
2019_03_CIN_BUF,CIN@BUF,2019-09-22T13:00,New Era Field,BUF,CIN
2019_03_MIA_DAL,MIA@DAL,2019-09-22T13:00,AT&T Stadium,DAL,MIA
2019_03_DEN_GB,DEN@GB,2019-09-22T13:00,Lambeau Field,GB,DEN
2019_03_ATL_IND,ATL@IND,2019-09-22T13:00,Lucas Oil Stadium,IND,ATL
2019_03_BAL_KC,BAL@KC,2019-09-22T13:00,Arrowhead Stadium,KC,BAL
2019_03_OAK_MIN,OAK@MIN,2019-09-22T13:00,U.S. Bank Stadium,MIN,OAK
2019_03_NYJ_NE,NYJ@NE,2019-09-22T13:00,Gillette Stadium,NE,NYJ
2019_03_DET_PHI,DET@PHI,2019-09-22T13:00,Lincoln Financial Field,PHI,DET
2019_03_CAR_ARI,CAR@ARI,2019-09-22T16:05,State Farm Stadium,ARI,CAR
2019_03_NYG_TB,NYG@TB,2019-09-22T16:05,Raymond James Stadium,TB,NYG
2019_03_HOU_LAC,HOU@LAC,2019-09-22T16:25,StubHub Center,LAC,HOU
2019_03_NO_SEA,NO@SEA,2019-09-22T16:25,CenturyLink Field,SEA,NO
2019_03_PIT_SF,PIT@SF,2019-09-22T16:25,Levi's Stadium,SF,PIT
2019_03_LA_CLE,LA@CLE,2019-09-22T20:20,FirstEnergy Stadium,CLE,LA
2019_03_CHI_WAS,CHI@WAS,2019-09-23T20:15,FedExField,WAS,CHI
