game_id,teams,kickoff,stadium,home_team,away_team
2019_02_TB_CAR,TB@CAR,2019-09-12T20:20,Bank of America Stadium,CAR,TB
2019_02_ARI_BAL,ARI@BAL,2019-09-15T13:00,M&T Bank Stadium,BAL,ARI
2019_02_SF_CIN,SF@CIN,2019-09-15T13:00,Paul Brown Stadium,CIN,SF
2019_02_LAC_DET,LAC@DET,2019-09-15T13:00,Ford Field,DET,LAC
2019_02_MIN_GB,MIN@GB,2019-09-15T13:00,Lambeau Field,GB,MIN
2019_02_JAX_HOU,JAX@HOU,2019-09-15T13:00,NRG Stadium,HOU,JAX
2019_02_NE_MIA,NE@MIA,2019-09-15T13:00,Hard Rock Stadium,MIA,NE
2019_02_BUF_NYG,BUF@NYG,2019-09-15T13:00,MetLife Stadium,NYG,BUF
2019_02_SEA_PIT,SEA@PIT,2019-09-15T13:00,Heinz Field,PIT,SEA
2019_02_IND_TEN,IND@TEN,2019-09-15T13:00,Nissan Stadium,TEN,IND
2019_02_DAL_WAS,DAL@WAS,2019-09-15T13:00,FedExField,WAS,DAL
2019_02_KC_OAK,KC@OAK,2019-09-15T16:05,Ring Central Coliseum,OAK,KC
2019_02_CHI_DEN,CHI@DEN,2019-09-15T16:25,Empower Field at Mile High,DEN,CHI
2019_02_NO_LA,NO@LA,2019-09-15T16:25,Los Angeles Memorial Coliseum,LA,NO
2019_02_PHI_ATL,PHI@ATL,2019-09-15T20:20,Mercedes-Benz Stadium,ATL,PHI
2019_02_CLE_NYJ,CLE@NYJ,2019-09-16T20:15,MetLife Stadium,NYJ,CLE
