game_id,teams,kickoff,stadium,home_team,away_team
2019_09_SF_ARI,SF@ARI,2019-10-31T20:20,State Farm Stadium,ARI,SF
2019_09_HOU_JAX,HOU@JAX,2019-11-03T09:30,Wembley Stadium,JAX,HOU
2019_09_WAS_BUF,WAS@BUF,2019-11-03T13:00,New Era Field,BUF,WAS
2019_09_TEN_CAR,TEN@CAR,2019-11-03T13:00,Bank of America Stadium,CAR,TEN
2019_09_MIN_KC,MIN@KC,2019-11-03T13:00,Arrowhead Stadium,KC,MIN
2019_09_NYJ_MIA,NYJ@MIA,2019-11-03T13:00,Hard Rock Stadium,MIA,NYJ
2019_09_CHI_PHI,CHI@PHI,2019-11-03T13:00,Lincoln Financial Field,PHI,CHI
2019_09_IND_PIT,IND@PIT,2019-11-03T13:00,Heinz Field,PIT,IND
2019_09_DET_OAK,DET@OAK,2019-11-03T16:05,Ring Central Coliseum,OAK,DET
2019_09_TB_SEA,TB@SEA,2019-11-03T16:05,CenturyLink Field,SEA,TB
2019_09_CLE_DEN,CLE@DEN,2019-11-03T16:25,Empower Field at Mile High,DEN,CLE
2019_09_GB_LAC,GB@LAC,2019-11-03T16:25,StubHub Center,LAC,GB
2019_09_NE_BAL,NE@BAL,2019-11-03T20:20,M&T Bank Stadium,BAL,NE
2019_09_DAL_NYG,DAL@NYG,2019-11-04T20:15,MetLife Stadium,NYG,DAL
