game_id,teams,kickoff,stadium,home_team,away_team
2019_04_PHI_GB,PHI@GB,2019-09-26T20:20,Lambeau Field,GB,PHI
2019_04_TEN_ATL,TEN@ATL,2019-09-29T13:00,Mercedes-Benz Stadium,ATL,TEN
2019_04_CLE_BAL,CLE@BAL,2019-09-29T13:00,M&T Bank Stadium,BAL,CLE
2019_04_NE_BUF,NE@BUF,2019-09-29T13:00,New Era Field,BUF,NE
2019_04_KC_DET,KC@DET,2019-09-29T13:00,Ford Field,DET,KC
2019_04_CAR_HOU,CAR@HOU,2019-09-29T13:00,NRG Stadium,HOU,CAR
2019_04_OAK_IND,OAK@IND,2019-09-29T13:00,Lucas Oil Stadium,IND,OAK
2019_04_LAC_MIA,LAC@MIA,2019-09-29T13:00,Hard Rock Stadium,MIA,LAC
2019_04_WAS_NYG,WAS@NYG,2019-09-29T13:00,MetLife Stadium,NYG,WAS
2019_04_SEA_ARI,SEA@ARI,2019-09-29T16:05,State Farm Stadium,ARI,SEA
2019_04_TB_LA,TB@LA,2019-09-29T16:05,Los Angeles Memorial Coliseum,LA,TB
2019_04_MIN_CHI,MIN@CHI,2019-09-29T16:25,Soldier Field,CHI,MIN
2019_04_JAX_DEN,JAX@DEN,2019-09-29T16:25,Empower Field at Mile High,DEN,JAX
2019_04_DAL_NO,DAL@NO,2019-09-29T20:20,Mercedes-Benz Superdome,NO,DAL
2019_04_CIN_PIT,CIN@PIT,2019-09-30T20:15,Heinz Field,PIT,CIN
