game_id,teams,kickoff,stadium,home_team,away_team
2019_12_IND_HOU,IND@HOU,2019-11-21T20:20,NRG Stadium,HOU,IND
2019_12_TB_ATL,TB@ATL,2019-11-24T13:00,Mercedes-Benz Stadium,ATL,TB
2019_12_DEN_BUF,DEN@BUF,2019-11-24T13:00,New Era Field,BUF,DEN
2019_12_NYG_CHI,NYG@CHI,2019-11-24T13:00,Soldier Field,CHI,NYG
2019_12_PIT_CIN,PIT@CIN,2019-11-24T13:00,Paul Brown Stadium,CIN,PIT
2019_12_MIA_CLE,MIA@CLE,2019-11-24T13:00,FirstEnergy Stadium,CLE,MIA
2019_12_CAR_NO,CAR@NO,2019-11-24T13:00,Mercedes-Benz Superdome,NO,CAR
2019_12_OAK_NYJ,OAK@NYJ,2019-11-24T13:00,MetLife Stadium,NYJ,OAK
2019_12_SEA_PHI,SEA@PHI,2019-11-24T13:00,Lincoln Financial Field,PHI,SEA
2019_12_DET_WAS,DET@WAS,2019-11-24T13:00,FedExField,WAS,DET
2019_12_JAX_TEN,JAX@TEN,2019-11-24T16:05,Nissan Stadium,TEN,JAX
2019_12_DAL_NE,DAL@NE,2019-11-24T16:25,Gillette Stadium,NE,DAL
2019_12_GB_SF,GB@SF,2019-11-24T20:20,Levi's Stadium,SF,GB
2019_12_BAL_LA,BAL@LA,2019-11-25T20:15,Los Angeles Memorial Coliseum,LA,BAL
