game_id,teams,kickoff,stadium,home_team,away_team
2019_05_LA_SEA,LA@SEA,2019-10-03T20:20,CenturyLink Field,SEA,LA
2019_05_JAX_CAR,JAX@CAR,2019-10-06T13:00,Bank of America Stadium,CAR,JAX
2019_05_ARI_CIN,ARI@CIN,2019-10-06T13:00,Paul Brown Stadium,CIN,ARI
2019_05_ATL_HOU,ATL@HOU,2019-10-06T13:00,NRG Stadium,HOU,ATL
2019_05_TB_NO,TB@NO,2019-10-06T13:00,Mercedes-Benz Superdome,NO,TB
2019_05_MIN_NYG,MIN@NYG,2019-10-06T13:00,MetLife Stadium,NYG,MIN
2019_05_CHI_OAK,CHI@OAK,2019-10-06T13:00,Tottenham Stadium,OAK,CHI
2019_05_NYJ_PHI,NYJ@PHI,2019-10-06T13:00,Lincoln Financial Field,PHI,NYJ
2019_05_BAL_PIT,BAL@PIT,2019-10-06T13:00,Heinz Field,PIT,BAL
2019_05_BUF_TEN,BUF@TEN,2019-10-06T13:00,Nissan Stadium,TEN,BUF
2019_05_NE_WAS,NE@WAS,2019-10-06T13:00,FedExField,WAS,NE
2019_05_DEN_LAC,DEN@LAC,2019-10-06T16:05,StubHub Center,LAC,DEN
2019_05_GB_DAL,GB@DAL,2019-10-06T16:25,AT&T Stadium,DAL,GB
2019_05_IND_KC,IND@KC,2019-10-06T20:20,Arrowhead Stadium,KC,IND
2019_05_CLE_SF,CLE@SF,2019-10-07T20:15,Levi's Stadium,SF,CLE
