game_id,market_closing_total
2011_04_CAR_CHI,41.5
2011_04_BUF_CIN,41.5
2011_04_TEN_CLE,37.5
2011_04_DET_DAL,46.0
2011_04_PIT_HOU,46.0
2011_04_NO_JAX,45.0
2011_04_MIN_KC,40.0
2011_04_SF_PHI,43.5
2011_04_WAS_STL,44.0
2011_04_NYG_ARI,45.5
2011_04_ATL_SEA,39.5
2011_04_DEN_GB,46.5
2011_04_NE_OAK,55.0
2011_04_MIA_SD,45.0
2011_04_NYJ_BAL,43.0
2011_04_IND_TB,40.0
