game_id,market_moneyline_home,market_moneyline_away
2024_03_NE_NYJ,-285,230
2024_03_NYG_CLE,-270,220
2024_03_CHI_IND,-125,105
2024_03_HOU_MIN,114,-135
2024_03_PHI_NO,-142,120
2024_03_LAC_PIT,-148,124
2024_03_DEN_TB,-245,200
2024_03_GB_TEN,-162,136
2024_03_CAR_LV,-245,200
2024_03_MIA_SEA,-205,170
2024_03_DET_ARI,124,-148
2024_03_BAL_DAL,100,-120
2024_03_SF_LA,210,-258
2024_03_KC_ATL,142,-170
2024_03_JAX_BUF,-218,180
2024_03_WAS_CIN,-355,280
