game_id,teams,kickoff,stadium,home_team,away_team
2023_06_DEN_KC,DEN@KC,2023-10-12T20:15,GEHA Field at Arrowhead Stadium,KC,DEN
2023_06_BAL_TEN,BAL@TEN,2023-10-15T09:30,Tottenham Stadium,TEN,BAL
2023_06_WAS_ATL,WAS@ATL,2023-10-15T13:00,Mercedes-Benz Stadium,ATL,WAS
2023_06_MIN_CHI,MIN@CHI,2023-10-15T13:00,Soldier Field,CHI,MIN
2023_06_SEA_CIN,SEA@CIN,2023-10-15T13:00,Paycor Stadium,CIN,SEA
2023_06_SF_CLE,SF@CLE,2023-10-15T13:00,FirstEnergy Stadium,CLE,SF
2023_06_NO_HOU,NO@HOU,2023-10-15T13:00,NRG Stadium,HOU,NO
2023_06_IND_JAX,IND@JAX,2023-10-15T13:00,TIAA Bank Stadium,JAX,IND
2023_06_CAR_MIA,CAR@MIA,2023-10-15T13:00,Hard Rock Stadium,MIA,CAR
2023_06_NE_LV,NE@LV,2023-10-15T16:05,Allegiant Stadium,LV,NE
2023_06_ARI_LA,ARI@LA,2023-10-15T16:25,SoFi Stadium,LA,ARI
2023_06_PHI_NYJ,PHI@NYJ,2023-10-15T16:25,MetLife Stadium,NYJ,PHI
2023_06_DET_TB,DET@TB,2023-10-15T16:25,Raymond James Stadium,TB,DET
2023_06_NYG_BUF,NYG@BUF,2023-10-15T20:20,New Era Field,BUF,NYG
2023_06_DAL_LAC,DAL@LAC,2023-10-16T20:15,SoFi Stadium,LAC,DAL
