game_id,teams,kickoff,stadium,home_team,away_team
2023_04_DET_GB,DET@GB,2023-09-28T20:15,Lambeau Field,GB,DET
2023_04_ATL_JAX,ATL@JAX,2023-10-01T09:30,Wembley Stadium,JAX,ATL
2023_04_MIA_BUF,MIA@BUF,2023-10-01T13:00,New Era Field,BUF,MIA
2023_04_MIN_CAR,MIN@CAR,2023-10-01T13:00,Bank of America Stadium,CAR,MIN
2023_04_DEN_CHI,DEN@CHI,2023-10-01T13:00,Soldier Field,CHI,DEN
2023_04_BAL_CLE,BAL@CLE,2023-10-01T13:00,FirstEnergy Stadium,CLE,BAL
2023_04_PIT_HOU,PIT@HOU,2023-10-01T13:00,NRG Stadium,HOU,PIT
2023_04_LA_IND,LA@IND,2023-10-01T13:00,Lucas Oil Stadium,IND,LA
2023_04_TB_NO,TB@NO,2023-10-01T13:00,Mercedes-Benz Superdome,NO,TB
2023_04_WAS_PHI,WAS@PHI,2023-10-01T13:00,Lincoln Financial Field,PHI,WAS
2023_04_CIN_TEN,CIN@TEN,2023-10-01T13:00,Nissan Stadium,TEN,CIN
2023_04_LV_LAC,LV@LAC,2023-10-01T16:05,SoFi Stadium,LAC,LV
2023_04_NE_DAL,NE@DAL,2023-10-01T16:25,AT&T Stadium,DAL,NE
2023_04_ARI_SF,ARI@SF,2023-10-01T16:25,Levi's Stadium,SF,ARI
2023_04_KC_NYJ,KC@NYJ,2023-10-01T20:20,MetLife Stadium,NYJ,KC
2023_04_SEA_NYG,SEA@NYG,2023-10-02T20:15,MetLife Stadium,NYG,SEA
