game_id,teams,kickoff,stadium,home_team,away_team
2023_07_JAX_NO,JAX@NO,2023-10-19T20:15,Mercedes-Benz Superdome,NO,JAX
2023_07_DET_BAL,DET@BAL,2023-10-22T13:00,M&T Bank Stadium,BAL,DET
2023_07_LV_CHI,LV@CHI,2023-10-22T13:00,Soldier Field,CHI,LV
2023_07_CLE_IND,CLE@IND,2023-10-22T13:00,Lucas Oil Stadium,IND,CLE
2023_07_BUF_NE,BUF@NE,2023-10-22T13:00,Gillette Stadium,NE,BUF
2023_07_WAS_NYG,WAS@NYG,2023-10-22T13:00,MetLife Stadium,NYG,WAS
2023_07_ATL_TB,ATL@TB,2023-10-22T13:00,Raymond James Stadium,TB,ATL
2023_07_PIT_LA,PIT@LA,2023-10-22T16:05,SoFi Stadium,LA,PIT
2023_07_ARI_SEA,ARI@SEA,2023-10-22T16:05,Lumen Field,SEA,ARI
2023_07_GB_DEN,GB@DEN,2023-10-22T16:25,Empower Field at Mile High,DEN,GB
2023_07_LAC_KC,LAC@KC,2023-10-22T16:25,GEHA Field at Arrowhead Stadium,KC,LAC
2023_07_MIA_PHI,MIA@PHI,2023-10-22T20:20,Lincoln Financial Field,PHI,MIA
2023_07_SF_MIN,SF@MIN,2023-10-23T20:15,U.S. Bank Stadium,MIN,SF
