game_id,market_closing_spread
2012_02_CHI_GB,-5.0
2012_02_KC_BUF,-3.0
2012_02_NO_CAR,3.0
2012_02_CLE_CIN,-7.0
2012_02_MIN_IND,3.0
2012_02_HOU_JAX,6.5
2012_02_OAK_MIA,1.0
2012_02_ARI_NE,-13.0
2012_02_TB_NYG,-9.0
2012_02_BAL_PHI,-3.0
2012_02_DAL_SEA,3.0
2012_02_WAS_STL,3.5
2012_02_NYJ_PIT,-4.5
2012_02_TEN_SD,-6.5
2012_02_DET_SF,-7.0
2012_02_DEN_ATL,-3.0
