game_id,teams,home_score,away_score
2014_14_DAL_CHI,DAL@CHI,28,41
2014_14_PIT_CIN,PIT@CIN,21,42
2014_14_IND_CLE,IND@CLE,24,25
2014_14_TB_DET,TB@DET,34,17
2014_14_HOU_JAX,HOU@JAX,13,27
2014_14_BAL_MIA,BAL@MIA,13,28
2014_14_NYJ_MIN,NYJ@MIN,30,24
2014_14_CAR_NO,CAR@NO,10,41
2014_14_NYG_TEN,NYG@TEN,7,36
2014_14_STL_WAS,STL@WAS,0,24
2014_14_KC_ARI,KC@ARI,17,14
2014_14_BUF_DEN,BUF@DEN,24,17
2014_14_SF_OAK,SF@OAK,24,13
2014_14_SEA_PHI,SEA@PHI,14,24
2014_14_NE_SD,NE@SD,14,23
2014_14_ATL_GB,ATL@GB,43,37
