game_id,teams,kickoff,stadium,home_team,away_team
2012_12_HOU_DET,HOU@DET,2012-11-22T12:30,Ford Field,DET,HOU
2012_12_WAS_DAL,WAS@DAL,2012-11-22T16:15,Cowboys Stadium,DAL,WAS
2012_12_NE_NYJ,NE@NYJ,2012-11-22T20:20,MetLife Stadium,NYJ,NE
2012_12_MIN_CHI,MIN@CHI,2012-11-25T13:00,Soldier Field,CHI,MIN
2012_12_OAK_CIN,OAK@CIN,2012-11-25T13:00,Paul Brown Stadium,CIN,OAK
2012_12_PIT_CLE,PIT@CLE,2012-11-25T13:00,Cleveland Browns Stadium,CLE,PIT
2012_12_BUF_IND,BUF@IND,2012-11-25T13:00,Lucas Oil Stadium,IND,BUF
2012_12_TEN_JAX,TEN@JAX,2012-11-25T13:00,EverBank Field,JAX,TEN
2012_12_DEN_KC,DEN@KC,2012-11-25T13:00,Arrowhead Stadium,KC,DEN
2012_12_SEA_MIA,SEA@MIA,2012-11-25T13:00,Sun Life Stadium,MIA,SEA
2012_12_ATL_TB,ATL@TB,2012-11-25T13:00,Raymond James Stadium,TB,ATL
2012_12_BAL_SD,BAL@SD,2012-11-25T16:05,Qualcomm Stadium,SD,BAL
2012_12_STL_ARI,STL@ARI,2012-11-25T16:25,University of Phoenix Stadium,ARI,STL
2012_12_SF_NO,SF@NO,2012-11-25T16:25,Mercedes-Benz Superdome,NO,SF
2012_12_GB_NYG,GB@NYG,2012-11-25T20:20,MetLife Stadium,NYG,GB
2012_12_CAR_PHI,CAR@PHI,2012-11-26T20:30,Lincoln Financial Field,PHI,CAR
