game_id,teams,kickoff,stadium,home_team,away_team
2012_08_TB_MIN,TB@MIN,2012-10-25T20:20,Mall of America Field,MIN,TB
2012_08_CAR_CHI,CAR@CHI,2012-10-28T13:00,Soldier Field,CHI,CAR
2012_08_SD_CLE,SD@CLE,2012-10-28T13:00,Cleveland Browns Stadium,CLE,SD
2012_08_SEA_DET,SEA@DET,2012-10-28T13:00,Ford Field,DET,SEA
2012_08_JAX_GB,JAX@GB,2012-10-28T13:00,Lambeau Field,GB,JAX
2012_08_MIA_NYJ,MIA@NYJ,2012-10-28T13:00,MetLife Stadium,NYJ,MIA
2012_08_ATL_PHI,ATL@PHI,2012-10-28T13:00,Lincoln Financial Field,PHI,ATL
2012_08_WAS_PIT,WAS@PIT,2012-10-28T13:00,Heinz Field,PIT,WAS
2012_08_NE_STL,NE@STL,2012-10-28T13:00,Wembley Stadium,STL,NE
2012_08_IND_TEN,IND@TEN,2012-10-28T13:00,LP Field,TEN,IND
2012_08_OAK_KC,OAK@KC,2012-10-28T16:05,Arrowhead Stadium,KC,OAK
2012_08_NYG_DAL,NYG@DAL,2012-10-28T16:25,Cowboys Stadium,DAL,NYG
2012_08_NO_DEN,NO@DEN,2012-10-28T20:20,Sports Authority Field at Mile High,DEN,NO
2012_08_SF_ARI,SF@ARI,2012-10-29T20:30,University of Phoenix Stadium,ARI,SF
