game_id,teams,kickoff,stadium,home_team,away_team
2012_03_NYG_CAR,NYG@CAR,2012-09-20T20:20,Bank of America Stadium,CAR,NYG
2012_03_STL_CHI,STL@CHI,2012-09-23T13:00,Soldier Field,CHI,STL
2012_03_BUF_CLE,BUF@CLE,2012-09-23T13:00,Cleveland Browns Stadium,CLE,BUF
2012_03_TB_DAL,TB@DAL,2012-09-23T13:00,Cowboys Stadium,DAL,TB
2012_03_JAX_IND,JAX@IND,2012-09-23T13:00,Lucas Oil Stadium,IND,JAX
2012_03_NYJ_MIA,NYJ@MIA,2012-09-23T13:00,Sun Life Stadium,MIA,NYJ
2012_03_SF_MIN,SF@MIN,2012-09-23T13:00,Mall of America Field,MIN,SF
2012_03_KC_NO,KC@NO,2012-09-23T13:00,Mercedes-Benz Superdome,NO,KC
2012_03_DET_TEN,DET@TEN,2012-09-23T13:00,LP Field,TEN,DET
2012_03_CIN_WAS,CIN@WAS,2012-09-23T13:00,FedExField,WAS,CIN
2012_03_PHI_ARI,PHI@ARI,2012-09-23T16:05,University of Phoenix Stadium,ARI,PHI
2012_03_ATL_SD,ATL@SD,2012-09-23T16:05,Qualcomm Stadium,SD,ATL
2012_03_HOU_DEN,HOU@DEN,2012-09-23T16:25,Sports Authority Field at Mile High,DEN,HOU
2012_03_PIT_OAK,PIT@OAK,2012-09-23T16:25,O.co Coliseum,OAK,PIT
2012_03_NE_BAL,NE@BAL,2012-09-23T20:20,M&T Bank Stadium,BAL,NE
2012_03_GB_SEA,GB@SEA,2012-09-24T20:30,CenturyLink Field,SEA,GB
