game_id,teams,kickoff,stadium,home_team,away_team
2012_16_ATL_DET,ATL@DET,2012-12-22T20:30,Ford Field,DET,ATL
2012_16_OAK_CAR,OAK@CAR,2012-12-23T13:00,Bank of America Stadium,CAR,OAK
2012_16_NO_DAL,NO@DAL,2012-12-23T13:00,Cowboys Stadium,DAL,NO
2012_16_TEN_GB,TEN@GB,2012-12-23T13:00,Lambeau Field,GB,TEN
2012_16_MIN_HOU,MIN@HOU,2012-12-23T13:00,Reliant Stadium,HOU,MIN
2012_16_NE_JAX,NE@JAX,2012-12-23T13:00,EverBank Field,JAX,NE
2012_16_IND_KC,IND@KC,2012-12-23T13:00,Arrowhead Stadium,KC,IND
2012_16_BUF_MIA,BUF@MIA,2012-12-23T13:00,Sun Life Stadium,MIA,BUF
2012_16_SD_NYJ,SD@NYJ,2012-12-23T13:00,MetLife Stadium,NYJ,SD
2012_16_WAS_PHI,WAS@PHI,2012-12-23T13:00,Lincoln Financial Field,PHI,WAS
2012_16_CIN_PIT,CIN@PIT,2012-12-23T13:00,Heinz Field,PIT,CIN
2012_16_STL_TB,STL@TB,2012-12-23T13:00,Raymond James Stadium,TB,STL
2012_16_CLE_DEN,CLE@DEN,2012-12-23T16:05,Sports Authority Field at Mile High,DEN,CLE
2012_16_CHI_ARI,CHI@ARI,2012-12-23T16:25,University of Phoenix Stadium,ARI,CHI
2012_16_NYG_BAL,NYG@BAL,2012-12-23T16:25,M&T Bank Stadium,BAL,NYG
2012_16_SF_SEA,SF@SEA,2012-12-23T20:20,CenturyLink Field,SEA,SF
