game_id,teams,kickoff,stadium,home_team,away_team
2012_15_CIN_PHI,CIN@PHI,2012-12-13T20:20,Lincoln Financial Field,PHI,CIN
2012_15_NYG_ATL,NYG@ATL,2012-12-16T13:00,Georgia Dome,ATL,NYG
2012_15_DEN_BAL,DEN@BAL,2012-12-16T13:00,M&T Bank Stadium,BAL,DEN
2012_15_GB_CHI,GB@CHI,2012-12-16T13:00,Soldier Field,CHI,GB
2012_15_WAS_CLE,WAS@CLE,2012-12-16T13:00,Cleveland Browns Stadium,CLE,WAS
2012_15_IND_HOU,IND@HOU,2012-12-16T13:00,Reliant Stadium,HOU,IND
2012_15_JAX_MIA,JAX@MIA,2012-12-16T13:00,Sun Life Stadium,MIA,JAX
2012_15_TB_NO,TB@NO,2012-12-16T13:00,Mercedes-Benz Superdome,NO,TB
2012_15_MIN_STL,MIN@STL,2012-12-16T13:00,Edward Jones Dome,STL,MIN
2012_15_DET_ARI,DET@ARI,2012-12-16T16:05,University of Phoenix Stadium,ARI,DET
2012_15_SEA_BUF,SEA@BUF,2012-12-16T16:05,Rogers Centre,BUF,SEA
2012_15_CAR_SD,CAR@SD,2012-12-16T16:05,Qualcomm Stadium,SD,CAR
2012_15_PIT_DAL,PIT@DAL,2012-12-16T16:25,Cowboys Stadium,DAL,PIT
2012_15_KC_OAK,KC@OAK,2012-12-16T16:25,O.co Coliseum,OAK,KC
2012_15_SF_NE,SF@NE,2012-12-16T20:20,Gillette Stadium,NE,SF
2012_15_NYJ_TEN,NYJ@TEN,2012-12-17T20:30,LP Field,TEN,NYJ
