game_id,market_closing_total
2018_15_LAC_KC,54.0
2018_15_HOU_NYJ,44.0
2018_15_CLE_DEN,47.0
2018_15_ARI_ATL,43.5
2018_15_TB_BAL,44.5
2018_15_DET_BUF,40.0
2018_15_GB_CHI,46.5
2018_15_OAK_CIN,46.0
2018_15_DAL_IND,47.0
2018_15_WAS_JAX,36.0
2018_15_MIA_MIN,45.0
2018_15_TEN_NYG,42.0
2018_15_SEA_SF,44.0
2018_15_NE_PIT,55.0
2018_15_PHI_LA,52.5
2018_15_NO_CAR,50.5
