game_id,market_closing_total
2018_08_MIA_HOU,45.0
2018_08_BAL_CAR,44.0
2018_08_NYJ_CHI,42.5
2018_08_TB_CIN,55.0
2018_08_SEA_DET,47.5
2018_08_DEN_KC,53.0
2018_08_WAS_NYG,43.0
2018_08_CLE_PIT,47.5
2018_08_IND_OAK,51.0
2018_08_SF_ARI,40.0
2018_08_GB_LA,57.0
2018_08_NO_MIN,53.5
2018_08_PHI_JAX,44.5
2018_08_NE_BUF,44.0
