game_id,teams,kickoff,stadium,home_team,away_team
2018_06_PHI_NYG,PHI@NYG,2018-10-11T20:20,MetLife Stadium,NYG,PHI
2018_06_TB_ATL,TB@ATL,2018-10-14T13:00,Mercedes-Benz Stadium,ATL,TB
2018_06_PIT_CIN,PIT@CIN,2018-10-14T13:00,Paul Brown Stadium,CIN,PIT
2018_06_LAC_CLE,LAC@CLE,2018-10-14T13:00,FirstEnergy Stadium,CLE,LAC
2018_06_BUF_HOU,BUF@HOU,2018-10-14T13:00,NRG Stadium,HOU,BUF
2018_06_CHI_MIA,CHI@MIA,2018-10-14T13:00,Hard Rock Stadium,MIA,CHI
2018_06_ARI_MIN,ARI@MIN,2018-10-14T13:00,U.S. Bank Stadium,MIN,ARI
2018_06_IND_NYJ,IND@NYJ,2018-10-14T13:00,MetLife Stadium,NYJ,IND
2018_06_SEA_OAK,SEA@OAK,2018-10-14T13:00,Wembley Stadium,OAK,SEA
2018_06_CAR_WAS,CAR@WAS,2018-10-14T13:00,FedExField,WAS,CAR
2018_06_LA_DEN,LA@DEN,2018-10-14T16:05,Sports Authority Field at Mile High,DEN,LA
2018_06_JAX_DAL,JAX@DAL,2018-10-14T16:25,AT&T Stadium,DAL,JAX
2018_06_BAL_TEN,BAL@TEN,2018-10-14T16:25,Nissan Stadium,TEN,BAL
2018_06_KC_NE,KC@NE,2018-10-14T20:20,Gillette Stadium,NE,KC
2018_06_SF_GB,SF@GB,2018-10-15T20:15,Lambeau Field,GB,SF
