game_id,teams,kickoff,stadium,home_team,away_team
2018_04_MIN_LA,MIN@LA,2018-09-27T20:20,Los Angeles Memorial Coliseum,LA,MIN
2018_04_CIN_ATL,CIN@ATL,2018-09-30T13:00,Mercedes-Benz Stadium,ATL,CIN
2018_04_TB_CHI,TB@CHI,2018-09-30T13:00,Soldier Field,CHI,TB
2018_04_DET_DAL,DET@DAL,2018-09-30T13:00,AT&T Stadium,DAL,DET
2018_04_BUF_GB,BUF@GB,2018-09-30T13:00,Lambeau Field,GB,BUF
2018_04_HOU_IND,HOU@IND,2018-09-30T13:00,Lucas Oil Stadium,IND,HOU
2018_04_NYJ_JAX,NYJ@JAX,2018-09-30T13:00,TIAA Bank Stadium,JAX,NYJ
2018_04_MIA_NE,MIA@NE,2018-09-30T13:00,Gillette Stadium,NE,MIA
2018_04_PHI_TEN,PHI@TEN,2018-09-30T13:00,Nissan Stadium,TEN,PHI
2018_04_SEA_ARI,SEA@ARI,2018-09-30T16:05,State Farm Stadium,ARI,SEA
2018_04_CLE_OAK,CLE@OAK,2018-09-30T16:05,Oakland-Alameda County Coliseum,OAK,CLE
2018_04_SF_LAC,SF@LAC,2018-09-30T16:25,StubHub Center,LAC,SF
2018_04_NO_NYG,NO@NYG,2018-09-30T16:25,MetLife Stadium,NYG,NO
2018_04_BAL_PIT,BAL@PIT,2018-09-30T20:20,Heinz Field,PIT,BAL
2018_04_KC_DEN,KC@DEN,2018-10-01T20:15,Sports Authority Field at Mile High,DEN,KC
