game_id,teams,kickoff,stadium,home_team,away_team
2018_09_OAK_SF,OAK@SF,2018-11-01T20:20,Levi's Stadium,SF,OAK
2018_09_PIT_BAL,PIT@BAL,2018-11-04T13:00,M&T Bank Stadium,BAL,PIT
2018_09_CHI_BUF,CHI@BUF,2018-11-04T13:00,New Era Field,BUF,CHI
2018_09_TB_CAR,TB@CAR,2018-11-04T13:00,Bank of America Stadium,CAR,TB
2018_09_KC_CLE,KC@CLE,2018-11-04T13:00,FirstEnergy Stadium,CLE,KC
2018_09_NYJ_MIA,NYJ@MIA,2018-11-04T13:00,Hard Rock Stadium,MIA,NYJ
2018_09_DET_MIN,DET@MIN,2018-11-04T13:00,U.S. Bank Stadium,MIN,DET
2018_09_ATL_WAS,ATL@WAS,2018-11-04T13:00,FedExField,WAS,ATL
2018_09_HOU_DEN,HOU@DEN,2018-11-04T16:05,Sports Authority Field at Mile High,DEN,HOU
2018_09_LAC_SEA,LAC@SEA,2018-11-04T16:05,CenturyLink Field,SEA,LAC
2018_09_LA_NO,LA@NO,2018-11-04T16:25,Mercedes-Benz Superdome,NO,LA
2018_09_GB_NE,GB@NE,2018-11-04T20:20,Gillette Stadium,NE,GB
2018_09_TEN_DAL,TEN@DAL,2018-11-05T20:15,AT&T Stadium,DAL,TEN
