game_id,teams,home_score,away_score
2015_15_TB_STL,TB@STL,31,23
2015_15_NYJ_DAL,NYJ@DAL,16,19
2015_15_KC_BAL,KC@BAL,14,34
2015_15_HOU_IND,HOU@IND,10,16
2015_15_ATL_JAX,ATL@JAX,17,23
2015_15_CHI_MIN,CHI@MIN,38,17
2015_15_TEN_NE,TEN@NE,33,16
2015_15_CAR_NYG,CAR@NYG,35,38
2015_15_BUF_WAS,BUF@WAS,35,25
2015_15_GB_OAK,GB@OAK,20,30
2015_15_CLE_SEA,CLE@SEA,30,13
2015_15_DEN_PIT,DEN@PIT,34,27
2015_15_MIA_SD,MIA@SD,30,14
2015_15_CIN_SF,CIN@SF,14,24
2015_15_ARI_PHI,ARI@PHI,17,40
2015_15_DET_NO,DET@NO,27,35
