game_id,teams,kickoff,stadium,home_team,away_team
2024_06_SF_SEA,SF@SEA,2024-10-10T20:15,Lumen Field,SEA,SF
2024_06_JAX_CHI,JAX@CHI,2024-10-13T09:30,Tottenham Stadium,CHI,JAX
2024_06_WAS_BAL,WAS@BAL,2024-10-13T13:00,M&T Bank Stadium,BAL,WAS
2024_06_ARI_GB,ARI@GB,2024-10-13T13:00,Lambeau Field,GB,ARI
2024_06_HOU_NE,HOU@NE,2024-10-13T13:00,Gillette Stadium,NE,HOU
2024_06_TB_NO,TB@NO,2024-10-13T13:00,Mercedes-Benz Superdome,NO,TB
2024_06_CLE_PHI,CLE@PHI,2024-10-13T13:00,Lincoln Financial Field,PHI,CLE
2024_06_IND_TEN,IND@TEN,2024-10-13T13:00,Nissan Stadium,TEN,IND
2024_06_LAC_DEN,LAC@DEN,2024-10-13T16:05,Empower Field at Mile High,DEN,LAC
2024_06_PIT_LV,PIT@LV,2024-10-13T16:05,Allegiant Stadium,LV,PIT
2024_06_ATL_CAR,ATL@CAR,2024-10-13T16:25,Bank of America Stadium,CAR,ATL
2024_06_DET_DAL,DET@DAL,2024-10-13T16:25,AT&T Stadium,DAL,DET
2024_06_CIN_NYG,CIN@NYG,2024-10-13T20:20,MetLife Stadium,NYG,CIN
2024_06_BUF_NYJ,BUF@NYJ,2024-10-14T20:15,MetLife Stadium,NYJ,BUF
