game_id,teams,kickoff,stadium,home_team,away_team
2024_14_GB_DET,GB@DET,2024-12-05T20:15,Ford Field,DET,GB
2024_14_NYJ_MIA,NYJ@MIA,2024-12-08T13:00,Hard Rock Stadium,MIA,NYJ
2024_14_ATL_MIN,ATL@MIN,2024-12-08T13:00,U.S. Bank Stadium,MIN,ATL
2024_14_NO_NYG,NO@NYG,2024-12-08T13:00,MetLife Stadium,NYG,NO
2024_14_CAR_PHI,CAR@PHI,2024-12-08T13:00,Lincoln Financial Field,PHI,CAR
2024_14_CLE_PIT,CLE@PIT,2024-12-08T13:00,Acrisure Stadium,PIT,CLE
2024_14_LV_TB,LV@TB,2024-12-08T13:00,Raymond James Stadium,TB,LV
2024_14_JAX_TEN,JAX@TEN,2024-12-08T13:00,Nissan Stadium,TEN,JAX
2024_14_SEA_ARI,SEA@ARI,2024-12-08T16:05,State Farm Stadium,ARI,SEA
2024_14_BUF_LA,BUF@LA,2024-12-08T16:25,SoFi Stadium,LA,BUF
2024_14_CHI_SF,CHI@SF,2024-12-08T16:25,Levi's Stadium,SF,CHI
2024_14_LAC_KC,LAC@KC,2024-12-08T20:20,GEHA Field at Arrowhead Stadium,KC,LAC
2024_14_CIN_DAL,CIN@DAL,2024-12-09T20:15,AT&T Stadium,DAL,CIN
