game_id,teams,kickoff,stadium,home_team,away_team
2024_13_CHI_DET,CHI@DET,2024-11-28T12:30,Ford Field,DET,CHI
2024_13_NYG_DAL,NYG@DAL,2024-11-28T16:30,AT&T Stadium,DAL,NYG
2024_13_MIA_GB,MIA@GB,2024-11-28T20:20,Lambeau Field,GB,MIA
2024_13_LV_KC,LV@KC,2024-11-29T15:00,GEHA Field at Arrowhead Stadium,KC,LV
2024_13_LAC_ATL,LAC@ATL,2024-12-01T13:00,Mercedes-Benz Stadium,ATL,LAC
2024_13_PIT_CIN,PIT@CIN,2024-12-01T13:00,Paycor Stadium,CIN,PIT
2024_13_HOU_JAX,HOU@JAX,2024-12-01T13:00,TIAA Bank Stadium,JAX,HOU
2024_13_ARI_MIN,ARI@MIN,2024-12-01T13:00,U.S. Bank Stadium,MIN,ARI
2024_13_IND_NE,IND@NE,2024-12-01T13:00,Gillette Stadium,NE,IND
2024_13_SEA_NYJ,SEA@NYJ,2024-12-01T13:00,MetLife Stadium,NYJ,SEA
2024_13_TEN_WAS,TEN@WAS,2024-12-01T13:00,FedExField,WAS,TEN
2024_13_TB_CAR,TB@CAR,2024-12-01T16:05,Bank of America Stadium,CAR,TB
2024_13_LA_NO,LA@NO,2024-12-01T16:05,Mercedes-Benz Superdome,NO,LA
2024_13_PHI_BAL,PHI@BAL,2024-12-01T16:25,M&T Bank Stadium,BAL,PHI
2024_13_SF_BUF,SF@BUF,2024-12-01T20:20,New Era Field,BUF,SF
2024_13_CLE_DEN,CLE@DEN,2024-12-02T20:15,Empower Field at Mile High,DEN,CLE
