game_id,teams,kickoff,stadium,home_team,away_team
2024_18_CLE_BAL,CLE@BAL,2025-01-04T16:30,M&T Bank Stadium,BAL,CLE
2024_18_CIN_PIT,CIN@PIT,2025-01-04T20:00,Acrisure Stadium,PIT,CIN
2024_18_CAR_ATL,CAR@ATL,2025-01-05T13:00,Mercedes-Benz Stadium,ATL,CAR
2024_18_WAS_DAL,WAS@DAL,2025-01-05T13:00,AT&T Stadium,DAL,WAS
2024_18_CHI_GB,CHI@GB,2025-01-05T13:00,Lambeau Field,GB,CHI
2024_18_JAX_IND,JAX@IND,2025-01-05T13:00,Lucas Oil Stadium,IND,JAX
2024_18_BUF_NE,BUF@NE,2025-01-05T13:00,Gillette Stadium,NE,BUF
2024_18_NYG_PHI,NYG@PHI,2025-01-05T13:00,Lincoln Financial Field,PHI,NYG
2024_18_NO_TB,NO@TB,2025-01-05T13:00,Raymond James Stadium,TB,NO
2024_18_HOU_TEN,HOU@TEN,2025-01-05T13:00,Nissan Stadium,TEN,HOU
2024_18_SF_ARI,SF@ARI,2025-01-05T16:25,State Farm Stadium,ARI,SF
2024_18_KC_DEN,KC@DEN,2025-01-05T16:25,Empower Field at Mile High,DEN,KC
2024_18_SEA_LA,SEA@LA,2025-01-05T16:25,SoFi Stadium,LA,SEA
2024_18_LAC_LV,LAC@LV,2025-01-05T16:25,Allegiant Stadium,LV,LAC
2024_18_MIA_NYJ,MIA@NYJ,2025-01-05T16:25,MetLife Stadium,NYJ,MIA
2024_18_MIN_DET,MIN@DET,2025-01-05T20:20,Ford Field,DET,MIN
