game_id,teams,kickoff,stadium,home_team,away_team
2024_10_CIN_BAL,CIN@BAL,2024-11-07T20:15,M&T Bank Stadium,BAL,CIN
2024_10_NYG_CAR,NYG@CAR,2024-11-10T09:30,Allianz Arena,CAR,NYG
2024_10_NE_CHI,NE@CHI,2024-11-10T13:00,Soldier Field,CHI,NE
2024_10_BUF_IND,BUF@IND,2024-11-10T13:00,Lucas Oil Stadium,IND,BUF
2024_10_MIN_JAX,MIN@JAX,2024-11-10T13:00,TIAA Bank Stadium,JAX,MIN
2024_10_DEN_KC,DEN@KC,2024-11-10T13:00,GEHA Field at Arrowhead Stadium,KC,DEN
2024_10_ATL_NO,ATL@NO,2024-11-10T13:00,Mercedes-Benz Superdome,NO,ATL
2024_10_SF_TB,SF@TB,2024-11-10T13:00,Raymond James Stadium,TB,SF
2024_10_PIT_WAS,PIT@WAS,2024-11-10T13:00,FedExField,WAS,PIT
2024_10_TEN_LAC,TEN@LAC,2024-11-10T16:05,SoFi Stadium,LAC,TEN
2024_10_NYJ_ARI,NYJ@ARI,2024-11-10T16:25,State Farm Stadium,ARI,NYJ
2024_10_PHI_DAL,PHI@DAL,2024-11-10T16:25,AT&T Stadium,DAL,PHI
2024_10_DET_HOU,DET@HOU,2024-11-10T20:20,NRG Stadium,HOU,DET
2024_10_MIA_LA,MIA@LA,2024-11-11T20:15,SoFi Stadium,LA,MIA
