game_id,teams,kickoff,stadium,home_team,away_team
2024_03_NE_NYJ,NE@NYJ,2024-09-19T20:15,MetLife Stadium,NYJ,NE
2024_03_NYG_CLE,NYG@CLE,2024-09-22T13:00,FirstEnergy Stadium,CLE,NYG
2024_03_CHI_IND,CHI@IND,2024-09-22T13:00,Lucas Oil Stadium,IND,CHI
2024_03_HOU_MIN,HOU@MIN,2024-09-22T13:00,U.S. Bank Stadium,MIN,HOU
2024_03_PHI_NO,PHI@NO,2024-09-22T13:00,Mercedes-Benz Superdome,NO,PHI
2024_03_LAC_PIT,LAC@PIT,2024-09-22T13:00,Acrisure Stadium,PIT,LAC
2024_03_DEN_TB,DEN@TB,2024-09-22T13:00,Raymond James Stadium,TB,DEN
2024_03_GB_TEN,GB@TEN,2024-09-22T13:00,Nissan Stadium,TEN,GB
2024_03_CAR_LV,CAR@LV,2024-09-22T16:05,Allegiant Stadium,LV,CAR
2024_03_MIA_SEA,MIA@SEA,2024-09-22T16:05,Lumen Field,SEA,MIA
2024_03_DET_ARI,DET@ARI,2024-09-22T16:25,State Farm Stadium,ARI,DET
2024_03_BAL_DAL,BAL@DAL,2024-09-22T16:25,AT&T Stadium,DAL,BAL
2024_03_SF_LA,SF@LA,2024-09-22T16:25,SoFi Stadium,LA,SF
2024_03_KC_ATL,KC@ATL,2024-09-22T20:20,Mercedes-Benz Stadium,ATL,KC
2024_03_JAX_BUF,JAX@BUF,2024-09-23T19:30,New Era Field,BUF,JAX
2024_03_WAS_CIN,WAS@CIN,2024-09-23T20:15,Paycor Stadium,CIN,WAS
