game_id,teams,kickoff,stadium,home_team,away_team
2024_15_LA_SF,LA@SF,2024-12-12T20:15,Levi's Stadium,SF,LA
2024_15_DAL_CAR,DAL@CAR,2024-12-15T13:00,Bank of America Stadium,CAR,DAL
2024_15_KC_CLE,KC@CLE,2024-12-15T13:00,FirstEnergy Stadium,CLE,KC
2024_15_MIA_HOU,MIA@HOU,2024-12-15T13:00,NRG Stadium,HOU,MIA
2024_15_NYJ_JAX,NYJ@JAX,2024-12-15T13:00,TIAA Bank Stadium,JAX,NYJ
2024_15_WAS_NO,WAS@NO,2024-12-15T13:00,Mercedes-Benz Superdome,NO,WAS
2024_15_BAL_NYG,BAL@NYG,2024-12-15T13:00,MetLife Stadium,NYG,BAL
2024_15_CIN_TEN,CIN@TEN,2024-12-15T13:00,Nissan Stadium,TEN,CIN
2024_15_NE_ARI,NE@ARI,2024-12-15T16:25,State Farm Stadium,ARI,NE
2024_15_IND_DEN,IND@DEN,2024-12-15T16:25,Empower Field at Mile High,DEN,IND
2024_15_BUF_DET,BUF@DET,2024-12-15T16:25,Ford Field,DET,BUF
2024_15_TB_LAC,TB@LAC,2024-12-15T16:25,SoFi Stadium,LAC,TB
2024_15_PIT_PHI,PIT@PHI,2024-12-15T16:25,Lincoln Financial Field,PHI,PIT
2024_15_GB_SEA,GB@SEA,2024-12-15T20:20,Lumen Field,SEA,GB
2024_15_CHI_MIN,CHI@MIN,2024-12-16T20:00,U.S. Bank Stadium,MIN,CHI
2024_15_ATL_LV,ATL@LV,2024-12-16T20:30,Allegiant Stadium,LV,ATL
