game_id,market_moneyline_home,market_moneyline_away
2019_06_NYG_NE,-1071,756
2019_06_CAR_TB,113,-125
2019_06_CIN_BAL,-531,425
2019_06_SEA_CLE,-113,102
2019_06_NO_JAX,-139,126
2019_06_HOU_KC,-186,166
2019_06_WAS_MIA,210,-240
2019_06_PHI_MIN,-176,157
2019_06_ATL_ARI,145,-161
2019_06_SF_LA,-148,133
2019_06_TEN_DEN,-121,109
2019_06_DAL_NYJ,270,-316
2019_06_PIT_LAC,-252,220
2019_06_DET_GB,-198,176
