game_id,market_moneyline_home,market_moneyline_away
2014_06_IND_HOU,113,-125
2014_06_NE_BUF,-117,106
2014_06_CAR_CIN,-320,281
2014_06_PIT_CLE,-123,111
2014_06_GB_MIA,104,-115
2014_06_DET_MIN,-113,102
2014_06_DEN_NYJ,361,-420
2014_06_BAL_TB,159,-177
2014_06_JAX_TEN,-208,186
2014_06_SD_OAK,297,-340
2014_06_WAS_ARI,-230,205
2014_06_CHI_ATL,-190,171
2014_06_DAL_SEA,-450,385
2014_06_NYG_PHI,-117,106
2014_06_SF_STL,169,-188
