game_id,market_moneyline_home,market_moneyline_away
2014_15_ARI_STL,-255,227
2014_15_PIT_ATL,136,-150
2014_15_JAX_BAL,-800,638
2014_15_GB_BUF,155,-172
2014_15_TB_CAR,-185,166
2014_15_CIN_CLE,-139,126
2014_15_HOU_IND,-310,273
2014_15_OAK_KC,-500,423
2014_15_MIA_NE,-420,361
2014_15_WAS_NYG,-300,264
2014_15_DEN_SD,171,-190
2014_15_NYJ_TEN,167,-186
2014_15_MIN_DET,-350,305
2014_15_SF_SEA,-430,369
2014_15_DAL_PHI,-159,144
2014_15_NO_CHI,159,-177
