game_id,market_moneyline_home,market_moneyline_away
2025_14_DAL_DET,-192,160
2025_14_SEA_ATL,280,-355
2025_14_PIT_BAL,-270,220
2025_14_CIN_BUF,-285,230
2025_14_TEN_CLE,-205,170
2025_14_IND_JAX,114,-135
2025_14_WAS_MIN,-105,-115
2025_14_MIA_NYJ,124,-148
2025_14_NO_TB,-425,330
2025_14_DEN_LV,360,-470
2025_14_LA_ARI,380,-500
2025_14_CHI_GB,-305,245
2025_14_HOU_KC,-218,180
2025_14_PHI_LAC,100,-120
