game_id,market_moneyline_home,market_moneyline_away
2025_02_WAS_GB,-185,154
2025_02_CLE_BAL,-900,600
2025_02_JAX_CIN,-192,160
2025_02_NYG_DAL,-238,195
2025_02_CHI_DET,-270,220
2025_02_NE_MIA,-125,105
2025_02_SF_NO,140,-166
2025_02_BUF_NYJ,235,-290
2025_02_SEA_PIT,-192,160
2025_02_LA_TEN,205,-250
2025_02_CAR_ARI,-310,250
2025_02_DEN_IND,110,-130
2025_02_PHI_KC,102,-122
2025_02_ATL_MIN,-180,150
2025_02_TB_HOU,-135,114
2025_02_LAC_LV,164,-198
