game_id,market_moneyline_home,market_moneyline_away
2021_05_LA_SEA,122,-135
2021_05_NYJ_ATL,-153,138
2021_05_PHI_CAR,-139,126
2021_05_GB_CIN,111,-123
2021_05_NE_HOU,288,-339
2021_05_TEN_JAX,170,-191
2021_05_DET_MIN,-418,346
2021_05_DEN_PIT,113,-124
2021_05_MIA_TB,-564,448
2021_05_NO_WAS,117,-130
2021_05_CLE_LAC,-129,117
2021_05_CHI_LV,-245,215
2021_05_SF_ARI,-266,231
2021_05_NYG_DAL,-335,285
2021_05_BUF_KC,-134,121
2021_05_IND_BAL,-356,301
