game_id,market_moneyline_home,market_moneyline_away
2021_03_CAR_HOU,348,-420
2021_03_WAS_BUF,-330,281
2021_03_CHI_CLE,-375,315
2021_03_BAL_DET,292,-344
2021_03_ARI_JAX,304,-360
2021_03_LAC_KC,-273,237
2021_03_NO_NE,-144,130
2021_03_ATL_NYG,-143,129
2021_03_CIN_PIT,-140,126
2021_03_IND_TEN,-196,175
2021_03_NYJ_DEN,-597,470
2021_03_MIA_LV,-194,173
2021_03_TB_LA,-104,-106
2021_03_SEA_MIN,109,-120
2021_03_GB_SF,-179,160
2021_03_PHI_DAL,-189,168
