"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Buffalo Bills","RB","1","2025","Buffalo","Bills","0","0","0","0","0","","21","160","7.62","2","3","2","16","5.33","0","30.6","30.6"
"2","Seattle Seahawks","RB","1","2025","Seattle","Seahawks","0","0","0","0","0","","31","102","3.29","0","12","10","77","6.42","0","27.9","27.9"
"3","Tampa Bay Buccaneers","RB","1","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","22","48","2.18","0","7","6","100","14.29","1","26.8","26.8"
"4","Tennessee Titans","RB","1","2025","Tennessee","Titans","0","0","0","0","0","","22","133","6.05","1","9","5","20","2.22","0","26.3","26.3"
"5","Philadelphia Eagles","RB","1","2025","Philadelphia","Eagles","0","0","0","0","0","","19","107","5.63","2","4","3","7","1.75","0","25.4","25.4"
"6","New York Giants","RB","1","2025","New York","Giants","0","0","0","0","0","","20","133","6.65","1","4","3","31","7.75","0","25.4","25.4"
"7","Pittsburgh Steelers","RB","1","2025","Pittsburgh","Steelers","0","0","0","0","0","","27","134","4.96","1","2","2","38","19.00","0","25.2","25.2"
"8","Cincinnati Bengals","RB","1","2025","Cincinnati","Bengals","0","0","0","0","0","","21","40","1.90","1","9","9","61","6.78","0","25.1","25.1"
"9","Baltimore Ravens","RB","1","2025","Baltimore","Ravens","0","0","0","0","0","","16","70","4.38","1","7","6","57","8.14","0","24.7","24.7"
"10","Chicago Bears","RB","1","2025","Chicago","Bears","0","0","0","0","0","","23","91","3.96","0","4","4","51","12.75","1","24.2","24.2"
"11","Green Bay Packers","RB","1","2025","Green Bay","Packers","0","0","0","0","0","","20","44","2.20","0","14","14","49","3.50","0","23.3","23.3"
"12","Carolina Panthers","RB","1","2025","Carolina","Panthers","0","0","0","0","0","","25","173","6.92","0","4","4","17","4.25","0","23.0","23.0"
"13","New Orleans Saints","RB","1","2025","New Orleans","Saints","0","0","0","0","0","","20","108","5.40","0","5","5","11","2.20","1","22.9","22.9"
"14","Dallas Cowboys","RB","1","2025","Dallas","Cowboys","0","0","0","0","0","","24","96","4.00","1","5","4","24","4.80","0","22.0","22.0"
"15","Jacksonville Jaguars","RB","1","2025","Jacksonville","Jaguars","0","0","0","0","0","","20","73","3.65","0","8","5","36","4.50","1","21.9","21.9"
"16","New York Jets","RB","1","2025","New York","Jets","0","0","0","0","0","","19","54","2.84","0","6","5","26","4.33","1","19.0","19.0"
"17","Indianapolis Colts","RB","1","2025","Indianapolis","Colts","0","0","0","0","0","","9","59","6.56","0","5","4","19","3.80","1","17.8","17.8"
"18","Atlanta Falcons","RB","1","2025","Atlanta","Falcons","0","0","0","0","0","","17","53","3.12","0","5","5","10","2.00","1","17.3","17.3"
"19","Arizona Cardinals","RB","1","2025","Arizona","Cardinals","0","0","0","0","0","","18","78","4.33","1","2","2","12","6.00","0","17.0","17.0"
"20","Miami Dolphins","RB","1","2025","Miami","Dolphins","0","0","0","0","0","","31","112","3.61","0","3","3","27","9.00","0","16.9","16.9"
"21","Houston Texans","RB","1","2025","Houston","Texans","0","0","0","0","0","","19","68","3.58","1","2","2","17","8.50","0","16.5","16.5"
"22","Las Vegas Raiders","RB","1","2025","Las Vegas","Raiders","0","0","0","0","0","","13","45","3.46","0","10","8","36","3.60","0","16.1","16.1"
"23","San Francisco 49ers","RB","1","2025","San Francisco","49ers","0","0","0","0","0","","22","67","3.05","1","3","3","4","1.33","0","16.1","16.1"
"24","Cleveland Browns","RB","1","2025","Cleveland","Browns","0","0","0","0","0","","21","43","2.05","1","5","4","14","2.80","0","15.7","15.7"
"25","Detroit Lions","RB","1","2025","Detroit","Lions","0","0","0","0","0","","21","71","3.38","1","2","2","6","3.00","0","15.7","15.7"
"26","New England Patriots","RB","1","2025","New England","Patriots","0","0","0","0","0","","22","46","2.09","1","2","2","2","1.00","0","12.8","12.8"
"27","Minnesota Vikings","RB","1","2025","Minnesota","Vikings","0","0","0","0","0","","17","53","3.12","0","6","4","23","3.83","0","11.6","11.6"
"28","Los Angeles Rams","RB","1","2025","Los Angeles","Rams","0","0","0","0","0","","21","77","3.67","0","4","2","17","4.25","0","10.4","10.4"
"29","Kansas City Chiefs","RB","1","2025","Kansas City","Chiefs","0","0","0","0","0","","16","53","3.31","0","3","3","18","6.00","0","10.1","10.1"
"30","Los Angeles Chargers","RB","1","2025","Los Angeles","Chargers","0","0","0","0","0","","10","41","4.10","0","6","4","13","2.17","0","9.4","9.4"
"31","Washington Commanders","RB","1","2025","Washington","Commanders","0","0","0","0","0","","15","30","2.00","0","5","4","23","4.60","0","9.3","9.3"
"32","Denver Broncos","RB","1","2025","Denver","Broncos","0","0","0","0","0","","20","62","3.10","0","1","1","29","29.00","0","9.1","9.1"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
