"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Cincinnati Bengals","RB","16","2025","Cincinnati","Bengals","2","2","2","7","2","120.8","373","1962","5.26","13","93","75","679","7.30","7","29.3","468.4"
"2","Arizona Cardinals","RB","16","2025","Arizona","Cardinals","0","0","0","0","0","","380","1807","4.76","17","82","69","551","6.72","4","26.8","428.8"
"3","New York Jets","RB","16","2025","New York","Jets","0","0","0","0","0","","391","1664","4.26","16","71","56","512","7.21","9","26.5","423.6"
"4","New York Giants","RB","16","2025","New York","Giants","0","0","0","0","0","","336","1887","5.62","13","86","73","493","5.73","4","25.8","413.0"
"5","Washington Commanders","RB","16","2025","Washington","Commanders","0","0","0","0","0","","396","1856","4.69","15","67","51","492","7.34","4","25.2","402.8"
"6","Buffalo Bills","RB","16","2025","Buffalo","Bills","0","0","0","0","0","","347","1764","5.08","18","81","65","419","5.17","2","25.1","401.3"
"7","Dallas Cowboys","RB","16","2025","Dallas","Cowboys","0","0","0","0","0","","316","1489","4.71","14","87","76","678","7.79","2","24.2","386.7"
"8","Carolina Panthers","RB","16","2025","Carolina","Panthers","0","0","0","0","0","","357","1704","4.77","16","81","70","449","5.54","1","24.1","386.3"
"9","Tampa Bay Buccaneers","RB","16","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","299","1320","4.41","10","82","74","824","10.05","4","23.2","370.4"
"10","Philadelphia Eagles","RB","16","2025","Philadelphia","Eagles","0","0","0","0","0","","362","1537","4.25","12","80","59","601","7.51","4","23.0","367.8"
"11","Las Vegas Raiders","RB","16","2025","Las Vegas","Raiders","0","0","0","0","0","","390","1576","4.04","16","81","67","391","4.83","1","23.0","367.7"
"12","San Francisco 49ers","RB","16","2025","San Francisco","49ers","0","0","0","0","0","","319","1411","4.42","11","100","87","548","5.48","3","22.9","365.9"
"13","Miami Dolphins","RB","16","2025","Miami","Dolphins","0","0","0","0","0","","354","1625","4.59","8","90","80","582","6.47","3","22.9","365.7"
"14","Baltimore Ravens","RB","16","2025","Baltimore","Ravens","0","0","0","0","0","","313","1305","4.17","11","97","80","628","6.47","3","22.3","357.3"
"15","Tennessee Titans","RB","16","2025","Tennessee","Titans","0","0","0","0","0","","341","1498","4.39","16","69","53","441","6.39","2","22.1","352.9"
"16","Atlanta Falcons","RB","16","2025","Atlanta","Falcons","0","0","0","0","0","","357","1655","4.64","9","84","62","467","5.56","4","22.0","351.2"
"17","Green Bay Packers","RB","16","2025","Green Bay","Packers","1","1","0","0","0","39.6","382","1576","4.13","12","88","73","432","4.91","0","21.7","347.8"
"18","New Orleans Saints","RB","16","2025","New Orleans","Saints","0","0","0","0","0","","413","1697","4.11","11","61","52","383","6.28","3","21.5","344.0"
"19","Cleveland Browns","RB","16","2025","Cleveland","Browns","2","2","1","32","1","135.4","365","1524","4.18","12","79","61","416","5.27","2","21.3","341.3"
"20","Chicago Bears","RB","16","2025","Chicago","Bears","0","0","0","0","0","","339","1650","4.87","9","78","63","410","5.26","3","21.1","337.0"
"21","Indianapolis Colts","RB","16","2025","Indianapolis","Colts","0","0","0","0","0","","340","1358","3.99","12","84","63","408","4.86","3","20.4","326.6"
"22","Los Angeles Rams","RB","16","2025","Los Angeles","Rams","0","0","0","0","0","","343","1446","4.22","6","93","72","557","5.99","3","20.4","326.3"
"23","Detroit Lions","RB","16","2025","Detroit","Lions","1","1","0","0","0","39.6","336","1461","4.35","12","73","58","395","5.41","1","20.0","319.6"
"24","Houston Texans","RB","16","2025","Houston","Texans","0","0","0","0","0","","310","1188","3.83","12","83","66","498","6.00","2","19.9","318.6"
"25","Minnesota Vikings","RB","16","2025","Minnesota","Vikings","0","0","0","0","0","","422","1663","3.94","12","66","52","313","4.74","0","19.9","318.6"
"26","Pittsburgh Steelers","RB","16","2025","Pittsburgh","Steelers","0","0","0","0","0","","358","1511","4.22","5","89","75","522","5.87","2","19.7","315.3"
"27","New England Patriots","RB","16","2025","New England","Patriots","0","0","0","0","0","","312","1279","4.10","8","94","78","489","5.20","2","19.6","313.8"
"28","Kansas City Chiefs","RB","16","2025","Kansas City","Chiefs","1","1","0","0","0","39.6","323","1320","4.09","8","72","62","460","6.39","4","19.5","312.0"
"29","Seattle Seahawks","RB","16","2025","Seattle","Seahawks","0","0","0","0","0","","340","1207","3.55","5","114","88","569","4.99","2","19.0","304.6"
"30","Los Angeles Chargers","RB","16","2025","Los Angeles","Chargers","0","0","0","0","0","","311","1374","4.42","12","72","53","344","4.78","0","18.6","297.8"
"31","Jacksonville Jaguars","RB","16","2025","Jacksonville","Jaguars","0","0","0","0","0","","281","1085","3.86","8","88","69","528","6.00","3","18.4","294.3"
"32","Denver Broncos","RB","16","2025","Denver","Broncos","0","0","0","0","0","","301","1174","3.90","8","63","44","355","5.63","6","17.5","279.9"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
