"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","QB","5","2025","Dallas","Cowboys","207","181","131","1520","12","117.2","33","148","4.48","2","0","0","0","0.00","0","27.5","137.6"
"2","Baltimore Ravens","QB","5","2025","Baltimore","Ravens","207","190","131","1351","13","109.8","29","79","2.72","2","0","0","0","0.00","0","24.8","123.9"
"3","Miami Dolphins","QB","5","2025","Miami","Dolphins","164","137","102","1139","9","117.6","31","164","5.29","4","0","0","0","0.00","0","24.2","121.0"
"4","Pittsburgh Steelers","QB","4","2025","Pittsburgh","Steelers","161","138","96","1131","7","96.0","21","105","5.00","2","0","0","0","0.00","0","22.9","91.7"
"5","Chicago Bears","QB","4","2025","Chicago","Bears","123","114","84","886","10","99.5","7","62","8.86","1","0","0","0","0.00","0","21.2","84.6"
"6","Tampa Bay Buccaneers","QB","5","2025","Tampa Bay","Buccaneers","189","160","109","1173","10","105.0","28","158","5.64","1","0","0","0","0.00","0","20.9","104.7"
"7","New Orleans Saints","QB","5","2025","New Orleans","Saints","175","151","105","1086","11","106.0","29","146","5.03","1","0","0","0","0.00","0","20.6","103.0"
"8","New York Jets","QB","5","2025","New York","Jets","158","140","91","1071","11","114.3","24","133","5.54","0","0","0","0","0.00","0","20.0","100.1"
"9","Cincinnati Bengals","QB","5","2025","Cincinnati","Bengals","192","176","119","1347","11","99.3","14","19","1.36","1","0","0","0","0.00","0","20.0","99.8"
"10","Jacksonville Jaguars","QB","5","2025","Jacksonville","Jaguars","217","197","122","1302","8","73.6","18","136","7.56","2","0","0","0","0.00","0","19.9","99.7"
"11","Washington Commanders","QB","5","2025","Washington","Commanders","181","156","100","1272","8","101.2","22","134","6.09","0","0","0","0","0.00","0","19.3","96.3"
"12","Kansas City Chiefs","QB","5","2025","Kansas City","Chiefs","178","146","99","999","5","87.1","38","179","4.71","3","0","0","0","0.00","0","18.0","89.9"
"13","Las Vegas Raiders","QB","5","2025","Las Vegas","Raiders","180","162","107","1169","7","96.5","28","97","3.46","1","2","2","11","5.50","0","17.9","89.6"
"14","Seattle Seahawks","QB","5","2025","Seattle","Seahawks","212","185","130","1289","8","88.3","18","86","4.78","0","0","0","0","0.00","0","17.8","89.2"
"15","Detroit Lions","QB","5","2025","Detroit","Lions","183","157","100","1145","10","90.9","24","103","4.29","0","0","0","0","0.00","0","17.8","89.1"
"16","New England Patriots","QB","5","2025","New England","Patriots","177","156","111","1277","9","104.0","16","67","4.19","0","0","0","0","0.00","0","17.8","88.8"
"17","New York Giants","QB","5","2025","New York","Giants","210","191","123","1246","6","86.9","26","132","5.08","0","1","1","0","0.00","0","17.4","87.0"
"18","Los Angeles Rams","QB","5","2025","Los Angeles","Rams","197","174","116","1193","7","92.4","23","84","3.65","1","0","0","0","0.00","0","17.0","85.1"
"19","Green Bay Packers","QB","4","2025","Green Bay","Packers","174","157","107","886","6","89.8","9","18","2.00","1","0","0","0","0.00","0","16.8","67.2"
"20","Philadelphia Eagles","QB","5","2025","Philadelphia","Eagles","194","175","102","1102","6","81.2","13","104","8.00","1","0","0","0","0.00","0","16.7","83.5"
"21","Los Angeles Chargers","QB","5","2025","Los Angeles","Chargers","189","154","91","941","4","77.3","37","203","5.49","2","0","0","0","0.00","0","16.6","82.9"
"22","Buffalo Bills","QB","5","2025","Buffalo","Bills","158","132","86","837","6","94.8","25","211","8.44","1","1","0","0","0.00","0","16.5","82.6"
"23","San Francisco 49ers","QB","5","2025","San Francisco","49ers","185","170","114","1079","8","100.1","21","73","3.48","0","0","0","0","0.00","0","16.1","80.5"
"24","Indianapolis Colts","QB","5","2025","Indianapolis","Colts","199","176","118","1174","8","86.7","15","54","3.60","0","0","0","0","0.00","0","15.9","79.4"
"25","Carolina Panthers","QB","5","2025","Carolina","Panthers","169","153","100","1058","7","89.7","21","69","3.29","1","0","0","0","0.00","0","15.8","79.2"
"26","Tennessee Titans","QB","5","2025","Tennessee","Titans","173","158","111","1155","6","95.8","26","74","2.85","1","0","0","0","0.00","0","15.7","78.6"
"27","Cleveland Browns","QB","5","2025","Cleveland","Browns","159","138","92","925","9","101.3","17","40","2.35","0","0","0","0","0.00","0","15.0","75.0"
"28","Arizona Cardinals","QB","5","2025","Arizona","Cardinals","222","207","128","1333","5","82.5","13","48","3.69","0","0","0","0","0.00","0","14.8","74.1"
"29","Atlanta Falcons","QB","4","2025","Atlanta","Falcons","124","104","60","602","5","78.3","15","91","6.07","1","0","0","0","0.00","0","14.3","57.2"
"30","Denver Broncos","QB","5","2025","Denver","Broncos","199","172","100","1133","4","83.3","13","15","1.15","1","0","0","0","0.00","0","13.4","66.8"
"31","Minnesota Vikings","QB","5","2025","Minnesota","Vikings","159","138","90","875","5","88.9","13","73","5.62","1","0","0","0","0.00","0","13.3","66.3"
"32","Houston Texans","QB","5","2025","Houston","Texans","171","153","90","969","3","70.4","11","62","5.64","0","0","0","0","0.00","0","10.4","52.0"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
