"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","WR","13","2025","Dallas","Cowboys","0","0","0","0","0","","17","93","5.47","0","228","160","2224","9.75","22","40.4","524.7"
"2","Detroit Lions","WR","13","2025","Detroit","Lions","1","1","1","33","1","158.3","9","59","6.56","0","255","156","2147","8.42","20","38.5","500.9"
"3","New York Giants","WR","13","2025","New York","Giants","0","0","0","0","0","","6","66","11.00","1","251","163","2152","8.57","14","36.8","478.8"
"4","Indianapolis Colts","WR","13","2025","Indianapolis","Colts","0","0","0","0","0","","10","49","4.90","1","271","173","2174","8.02","12","36.6","476.3"
"5","Pittsburgh Steelers","WR","13","2025","Pittsburgh","Steelers","0","0","0","0","0","","3","18","6.00","0","273","179","2208","8.09","12","36.6","475.6"
"6","Chicago Bears","WR","13","2025","Chicago","Bears","0","0","0","0","0","","15","85","5.67","1","215","139","1979","9.20","19","36.3","471.4"
"7","Las Vegas Raiders","WR","13","2025","Las Vegas","Raiders","1","0","0","0","0","","9","33","3.67","0","243","173","2009","8.27","15","35.9","466.2"
"8","Tennessee Titans","WR","13","2025","Tennessee","Titans","0","0","0","0","0","","7","65","9.29","1","219","156","2137","9.76","13","35.3","459.2"
"9","Washington Commanders","WR","13","2025","Washington","Commanders","0","0","0","0","0","","14","108","7.71","0","221","153","2119","9.59","14","35.3","458.7"
"10","Baltimore Ravens","WR","13","2025","Baltimore","Ravens","0","0","0","0","0","","13","100","7.69","0","263","162","2050","7.79","13","34.8","452.0"
"11","San Francisco 49ers","WR","13","2025","San Francisco","49ers","0","0","0","0","0","","5","29","5.80","0","239","165","1984","8.30","12","33.6","436.3"
"12","Atlanta Falcons","WR","13","2025","Atlanta","Falcons","0","0","0","0","0","","9","57","6.33","0","223","145","1852","8.30","16","33.3","432.9"
"13","Tampa Bay Buccaneers","WR","13","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","2","-3","-1.50","0","255","161","1993","7.82","11","32.6","424.0"
"14","Jacksonville Jaguars","WR","13","2025","Jacksonville","Jaguars","0","0","0","0","0","","4","5","1.25","0","262","163","1840","7.02","12","32.4","421.5"
"15","Los Angeles Rams","WR","13","2025","Los Angeles","Rams","0","0","0","0","0","","13","57","4.38","0","255","159","1935","7.59","11","32.4","421.2"
"16","New England Patriots","WR","13","2025","New England","Patriots","2","1","0","0","0","39.6","12","104","8.67","0","204","131","1631","8.00","16","30.8","400.5"
"17","Arizona Cardinals","WR","13","2025","Arizona","Cardinals","0","0","0","0","0","","7","34","4.86","0","232","152","1908","8.22","9","30.8","400.2"
"18","Buffalo Bills","WR","13","2025","Buffalo","Bills","2","1","0","0","0","","20","78","3.90","1","211","133","1665","7.89","12","29.6","384.3"
"19","Kansas City Chiefs","WR","13","2025","Kansas City","Chiefs","0","0","0","0","0","","8","42","5.25","0","223","151","1790","8.03","8","29.6","384.2"
"20","Philadelphia Eagles","WR","13","2025","Philadelphia","Eagles","0","0","0","0","0","","15","71","4.73","0","258","146","1912","7.41","6","29.3","381.3"
"21","Green Bay Packers","WR","13","2025","Green Bay","Packers","0","0","0","0","0","","7","21","3.00","0","213","140","1661","7.80","11","28.9","375.2"
"22","New York Jets","WR","13","2025","New York","Jets","0","0","0","0","0","","16","95","5.94","1","206","131","1666","8.09","9","28.1","365.1"
"23","New Orleans Saints","WR","13","2025","New Orleans","Saints","0","0","0","0","0","","7","9","1.29","0","195","127","1570","8.05","13","27.8","361.9"
"24","Denver Broncos","WR","13","2025","Denver","Broncos","0","0","0","0","0","","8","19","2.38","0","257","156","1706","6.64","5","27.5","357.5"
"25","Carolina Panthers","WR","13","2025","Carolina","Panthers","0","0","0","0","0","","7","18","2.57","1","205","128","1680","8.20","9","27.4","356.8"
"26","Miami Dolphins","WR","13","2025","Miami","Dolphins","0","0","0","0","0","","7","37","5.29","0","198","131","1478","7.46","12","27.2","353.5"
"27","Cincinnati Bengals","WR","13","2025","Cincinnati","Bengals","1","1","1","2","1","118.8","9","101","11.22","2","194","123","1556","8.02","7","26.6","345.8"
"28","Seattle Seahawks","WR","13","2025","Seattle","Seahawks","0","0","0","0","0","","9","31","3.44","1","239","135","1411","5.90","9","26.2","341.2"
"29","Houston Texans","WR","13","2025","Houston","Texans","1","1","0","0","0","","7","-6","-0.86","0","220","127","1657","7.53","7","25.8","335.1"
"30","Cleveland Browns","WR","13","2025","Cleveland","Browns","0","0","0","0","0","","14","44","3.14","0","181","112","1419","7.84","13","25.7","334.3"
"31","Los Angeles Chargers","WR","13","2025","Los Angeles","Chargers","1","1","1","8","0","100.0","3","8","2.67","0","221","131","1554","7.03","6","25.0","324.5"
"32","Minnesota Vikings","WR","13","2025","Minnesota","Vikings","0","0","0","0","0","","9","46","5.11","0","171","112","1543","9.02","8","24.5","317.9"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
