"Player Details","","","","","","Route Share","","","","","","","","","","","","","","","","","",""
"Rank","Name","Team","POS","G","Season","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18","TM RTE %"
"132","Ashton Jeanty","LV","RB","17","2025","48.7","37.5","41.2","56.5","31.7","60.0","20.0","","58.1","60.0","63.3","53.6","71.4","50.0","46.7","76.9","48.6","67.7","52.2"
"133","Kenneth Gainwell","PIT","RB","17","2025","41.2","48.7","25.0","60.0","","41.9","40.0","30.8","38.5","67.6","78.8","50.0","44.0","51.4","46.7","51.1","71.4","68.0","51.2"
"134","Olamide Zaccheaus","CHI","WR","16","2025","55.8","45.0","51.7","58.5","","66.7","55.6","63.4","65.9","61.0","13.9","23.7","20.0","71.8","62.5","86.5","","14.3","51.2"
"135","Cole Kmet","CHI","TE","16","2025","65.1","75.0","65.5","75.6","","30.3","18.5","","9.1","43.9","63.9","42.1","40.0","51.3","46.9","75.7","45.7","65.7","51.1"
"136","David Sills","ATL","WR","17","2025","2.1","8.3","33.3","7.1","","45.7","45.2","96.9","62.5","51.6","61.3","59.3","77.1","80.6","91.1","30.6","35.0","64.9","50.7"
"137","Marquez Valdes-Scantling","SF, PIT","WR","10","2025","38.5","9.3","19.0","","50.0","61.7","","","","","","","","40.0","63.3","53.3","83.3","82.0","50.6"
"138","Saquon Barkley","PHI","RB","16","2025","66.7","40.0","51.4","35.5","35.6","52.6","26.9","63.0","","44.8","54.8","69.8","44.1","58.1","31.8","62.2","51.7","","50.4"
"139","Pat Freiermuth","PIT","TE","17","2025","41.2","59.0","41.7","32.0","","45.2","68.6","41.0","43.6","50.0","39.4","52.9","28.0","57.1","40.0","48.9","64.3","70.0","50.0"
"140","Jalen McMillan","TB","WR","4","2025","","","","","","","","","","","","","","","47.5","56.7","50.0","46.4","50.0"
"141","Zay Jones","ARZ","WR","8","2025","43.2","51.7","52.5","","64.9","83.0","47.8","","48.6","14.8","","","","","","","","","49.8"
"142","Jalen Tolbert","DAL","WR","13","2025","48.6","59.6","87.2","78.0","87.9","97.1","33.3","16.7","8.3","","8.8","","12.8","","","","60.0","46.2","49.6"
"143","Tyler Higbee","LA","TE","10","2025","56.3","55.9","60.0","60.0","","44.8","29.4","","47.1","35.1","35.7","","","","","","","61.9","49.4"
"144","Demarcus Robinson","SF","WR","14","2025","","","","32.5","80.0","19.1","42.9","63.9","42.9","53.8","48.1","63.6","34.4","","32.4","58.3","28.9","84.4","48.9"
"145","Rhamondre Stevenson","NE","RB","14","2025","41.5","46.7","23.4","50.0","38.9","48.4","63.9","64.7","","","","23.1","58.3","","58.6","68.6","64.3","42.9","48.8"
"146","Russell Gage","SF","WR","1","2025","48.7","","","","","","","","","","","","","","","","","","48.7"
"147","Dawson Knox","BUF","TE","17","2025","40.4","48.4","34.4","32.1","38.5","73.5","","24.0","20.0","56.5","71.9","77.8","70.4","44.4","42.4","52.2","61.9","10.0","48.2"
"148","Adonai Mitchell","IND, NYJ","WR","16","2025","15.2","13.2","29.6","82.9","3.1","","13.9","11.4","7.1","","60.6","76.5","87.8","87.5","80.5","75.0","74.3","45.8","48.1"
"149","Omarion Hampton","LAC","RB","9","2025","53.7","46.9","54.7","72.7","47.5","","","","","","","","","17.1","21.2","33.3","69.0","","47.6"
"150","Kyren Williams","LA","RB","17","2025","46.9","35.3","45.7","60.0","77.1","48.3","41.2","","41.2","40.5","39.3","41.7","36.7","45.2","36.6","56.9","41.5","47.6","47.1"
"151","Pat Bryant","DEN","WR","15","2025","4.7","25.0","6.3","31.8","51.2","39.4","32.1","48.3","56.4","73.3","61.0","","75.0","67.4","","61.2","","69.7","47.1"
"152","Ja'Tavion Sanders","CAR","TE","13","2025","62.5","64.4","55.6","","","","38.9","50.0","34.8","40.7","40.0","47.1","45.8","","58.1","52.8","0.0","","46.9"
