"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Baltimore Ravens","QB","1","2025","Baltimore","Ravens","52","46","33","394","2","112.0","14","30","2.14","2","0","0","0","0.00","0","38.8","38.8"
"2","Pittsburgh Steelers","QB","1","2025","Pittsburgh","Steelers","25","22","16","218","1","119.1","12","48","4.00","2","0","0","0","0.00","0","29.5","29.5"
"3","Miami Dolphins","QB","1","2025","Miami","Dolphins","33","29","22","272","1","115.9","7","26","3.71","2","0","0","0","0.00","0","29.5","29.5"
"4","Buffalo Bills","QB","1","2025","Buffalo","Bills","22","19","14","209","2","144.4","6","70","11.67","1","0","0","0","0.00","0","29.4","29.4"
"5","Kansas City Chiefs","QB","1","2025","Kansas City","Chiefs","41","34","25","318","3","131.7","7","32","4.57","0","0","0","0","0.00","0","27.9","27.9"
"6","Los Angeles Chargers","QB","1","2025","Los Angeles","Chargers","47","39","24","258","1","89.5","6","57","9.50","1","0","0","0","0.00","0","26.0","26.0"
"7","New York Jets","QB","1","2025","New York","Jets","34","30","22","244","4","136.7","1","-1","-1.00","0","0","0","0","0.00","0","25.7","25.7"
"8","Dallas Cowboys","QB","1","2025","Dallas","Cowboys","33","23","19","152","0","94.2","14","62","4.43","2","0","0","0","0.00","0","24.3","24.3"
"9","Minnesota Vikings","QB","1","2025","Minnesota","Vikings","43","35","21","210","1","86.6","6","58","9.67","1","0","0","0","0.00","0","24.2","24.2"
"10","Tampa Bay Buccaneers","QB","1","2025","Tampa Bay","Buccaneers","47","42","27","298","1","93.2","6","21","3.50","1","0","0","0","0.00","0","24.0","24.0"
"11","Chicago Bears","QB","1","2025","Chicago","Bears","24","20","13","143","2","98.5","2","25","12.50","1","0","0","0","0.00","0","23.2","23.2"
"12","Atlanta Falcons","QB","1","2025","Atlanta","Falcons","37","32","17","167","3","99.3","5","39","7.80","0","0","0","0","0.00","0","22.6","22.6"
"13","New York Giants","QB","1","2025","New York","Giants","37","30","19","233","1","98.3","11","68","6.18","0","0","0","0","0.00","0","20.1","20.1"
"14","Seattle Seahawks","QB","1","2025","Seattle","Seahawks","39","35","26","277","2","92.2","5","17","3.40","0","0","0","0","0.00","0","18.8","18.8"
"15","New England Patriots","QB","1","2025","New England","Patriots","39","34","24","362","1","102.8","2","10","5.00","0","0","0","0","0.00","0","18.5","18.5"
"16","New Orleans Saints","QB","1","2025","New Orleans","Saints","37","29","21","163","2","108.8","7","38","5.43","0","0","0","0","0.00","0","18.3","18.3"
"17","Las Vegas Raiders","QB","1","2025","Las Vegas","Raiders","53","46","30","287","1","80.6","4","11","2.75","0","1","1","2","2.00","0","16.8","16.8"
"18","Detroit Lions","QB","1","2025","Detroit","Lions","23","22","16","188","2","128.6","3","4","1.33","0","0","0","0","0.00","0","15.9","15.9"
"19","Cincinnati Bengals","QB","1","2025","Cincinnati","Bengals","48","45","31","290","1","75.2","2","6","3.00","0","0","0","0","0.00","0","14.2","14.2"
"20","Houston Texans","QB","1","2025","Houston","Texans","32","29","21","245","1","109.1","4","-2","-0.50","0","0","0","0","0.00","0","13.6","13.6"
"21","Green Bay Packers","QB","1","2025","Green Bay","Packers","43","39","31","225","1","88.6","1","-1","-1.00","0","0","0","0","0.00","0","11.9","11.9"
"22","Arizona Cardinals","QB","1","2025","Arizona","Cardinals","49","46","27","214","0","70.4","4","29","7.25","0","0","0","0","0.00","0","11.5","11.5"
"23","Carolina Panthers","QB","1","2025","Carolina","Panthers","33","31","19","178","1","74.4","4","12","3.00","0","0","0","0","0.00","0","11.3","11.3"
"24","Jacksonville Jaguars","QB","1","2025","Jacksonville","Jaguars","40","35","18","154","1","49.0","5","40","8.00","0","0","0","0","0.00","0","11.2","11.2"
"25","Washington Commanders","QB","1","2025","Washington","Commanders","45","37","17","168","0","59.3","8","44","5.50","0","0","0","0","0.00","0","11.1","11.1"
"26","Tennessee Titans","QB","1","2025","Tennessee","Titans","43","40","25","176","1","60.0","8","18","2.25","0","0","0","0","0.00","0","9.8","9.8"
"27","Indianapolis Colts","QB","1","2025","Indianapolis","Colts","36","31","19","146","1","56.7","2","10","5.00","0","0","0","0","0.00","0","9.8","9.8"
"28","Los Angeles Rams","QB","1","2025","Los Angeles","Rams","34","27","19","188","0","74.3","5","32","6.40","0","0","0","0","0.00","0","9.7","9.7"
"29","Cleveland Browns","QB","1","2025","Cleveland","Browns","28","23","14","113","1","87.8","2","3","1.50","0","0","0","0","0.00","0","8.8","8.8"
"30","Philadelphia Eagles","QB","1","2025","Philadelphia","Eagles","35","34","21","188","0","76.6","1","3","3.00","0","0","0","0","0.00","0","7.8","7.8"
"31","San Francisco 49ers","QB","1","2025","San Francisco","49ers","25","23","16","150","0","87.2","3","15","5.00","0","0","0","0","0.00","0","6.5","6.5"
"32","Denver Broncos","QB","1","2025","Denver","Broncos","34","28","12","112","0","54.5","0","0","","0","0","0","0","0.00","0","3.5","3.5"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
