"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Indianapolis Colts","WR","7","2025","Indianapolis","Colts","0","0","0","0","0","","5","32","6.40","0","152","108","1212","7.97","9","40.9","286.4"
"2","Dallas Cowboys","WR","7","2025","Dallas","Cowboys","0","0","0","0","0","","8","43","5.38","0","117","84","1182","10.10","12","40.1","280.5"
"3","New York Giants","WR","7","2025","New York","Giants","0","0","0","0","0","","5","49","9.80","1","154","101","1267","8.23","6","39.8","278.6"
"4","Pittsburgh Steelers","WR","6","2025","Pittsburgh","Steelers","0","0","0","0","0","","0","0","","0","133","93","1108","8.33","5","39.1","234.8"
"5","Baltimore Ravens","WR","6","2025","Baltimore","Ravens","0","0","0","0","0","","6","68","11.33","0","117","78","892","7.62","10","39.0","234.0"
"6","Las Vegas Raiders","WR","7","2025","Las Vegas","Raiders","0","0","0","0","0","","6","33","5.50","0","134","97","1136","8.48","9","38.3","267.9"
"7","Jacksonville Jaguars","WR","7","2025","Jacksonville","Jaguars","0","0","0","0","0","","1","9","9.00","0","145","88","1059","7.30","10","36.5","255.8"
"8","Detroit Lions","WR","7","2025","Detroit","Lions","0","0","0","0","0","","2","15","7.50","0","132","80","1077","8.16","11","36.3","254.2"
"9","Washington Commanders","WR","7","2025","Washington","Commanders","0","0","0","0","0","","9","66","7.33","0","123","80","1130","9.19","7","34.4","240.6"
"10","Chicago Bears","WR","6","2025","Chicago","Bears","0","0","0","0","0","","9","39","4.33","0","88","55","830","9.43","10","34.3","205.9"
"11","Philadelphia Eagles","WR","7","2025","Philadelphia","Eagles","0","0","0","0","0","","9","42","4.67","0","153","92","1166","7.62","4","34.1","238.8"
"12","Los Angeles Rams","WR","7","2025","Los Angeles","Rams","0","0","0","0","0","","9","32","3.56","0","149","93","1128","7.57","5","33.9","237.0"
"13","Tennessee Titans","WR","7","2025","Tennessee","Titans","0","0","0","0","0","","3","51","17.00","1","111","86","1104","9.95","5","33.8","236.5"
"14","New England Patriots","WR","7","2025","New England","Patriots","0","0","0","0","0","","6","39","6.50","0","113","80","1033","9.14","7","32.6","228.2"
"15","Green Bay Packers","WR","6","2025","Green Bay","Packers","0","0","0","0","0","","4","16","4.00","0","115","76","855","7.43","5","32.5","195.1"
"16","Seattle Seahawks","WR","7","2025","Seattle","Seahawks","0","0","0","0","0","","4","8","2.00","0","143","86","973","6.80","6","31.7","222.1"
"17","Tampa Bay Buccaneers","WR","7","2025","Tampa Bay","Buccaneers","0","0","0","0","0","","0","0","","0","129","80","1012","7.84","6","31.0","217.2"
"18","New Orleans Saints","WR","7","2025","New Orleans","Saints","0","0","0","0","0","","6","6","1.00","0","108","72","967","8.95","8","30.9","216.3"
"19","Cincinnati Bengals","WR","7","2025","Cincinnati","Bengals","0","0","0","0","0","","6","45","7.50","1","120","79","1012","8.43","4","30.7","214.7"
"20","Buffalo Bills","WR","6","2025","Buffalo","Bills","1","1","0","0","0","","7","23","3.29","0","94","64","799","8.50","6","30.2","181.2"
"21","Arizona Cardinals","WR","7","2025","Arizona","Cardinals","0","0","0","0","0","","4","11","2.75","0","136","89","1022","7.51","3","30.0","210.3"
"22","New York Jets","WR","7","2025","New York","Jets","0","0","0","0","0","","9","31","3.44","1","107","71","1010","9.44","5","30.0","210.1"
"23","San Francisco 49ers","WR","7","2025","San Francisco","49ers","0","0","0","0","0","","3","11","3.67","0","120","77","1030","8.58","5","30.0","210.1"
"24","Cleveland Browns","WR","7","2025","Cleveland","Browns","0","0","0","0","0","","8","24","3.00","0","105","70","889","8.47","8","29.8","208.3"
"25","Los Angeles Chargers","WR","7","2025","Los Angeles","Chargers","1","1","1","8","0","100.0","3","8","2.67","0","127","79","958","7.54","3","28.0","195.9"
"26","Miami Dolphins","WR","7","2025","Miami","Dolphins","0","0","0","0","0","","4","36","9.00","0","99","70","780","7.88","7","27.5","192.6"
"27","Kansas City Chiefs","WR","7","2025","Kansas City","Chiefs","0","0","0","0","0","","2","5","2.50","0","114","79","829","7.27","5","27.5","192.4"
"28","Houston Texans","WR","6","2025","Houston","Texans","1","1","0","0","0","","3","2","0.67","0","105","62","849","8.09","3","27.4","164.1"
"29","Minnesota Vikings","WR","6","2025","Minnesota","Vikings","0","0","0","0","0","","5","28","5.60","0","75","50","787","10.49","5","26.4","158.5"
"30","Carolina Panthers","WR","7","2025","Carolina","Panthers","0","0","0","0","0","","5","16","3.20","1","111","66","817","7.36","4","25.6","179.3"
"31","Atlanta Falcons","WR","6","2025","Atlanta","Falcons","0","0","0","0","0","","5","27","5.40","0","96","57","685","7.14","4","25.2","151.2"
"32","Denver Broncos","WR","7","2025","Denver","Broncos","0","0","0","0","0","","3","16","5.33","0","131","76","822","6.27","1","23.5","164.8"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
