"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"22","Philadelphia Eagles","QB","9","2025","Philadelphia","Eagles","346","303","179","1979","8","80.5","41","235","5.73","3","0","0","0","0.00","0","16.5","148.7"
"23","Carolina Panthers","QB","10","2025","Carolina","Panthers","340","308","200","2231","13","91.0","38","106","2.79","3","0","0","0","0.00","0","16.3","162.8"
"24","Los Angeles Rams","QB","9","2025","Los Angeles","Rams","358","319","208","2124","12","88.9","31","146","4.71","1","0","0","0","0.00","0","16.1","144.6"
"25","Atlanta Falcons","QB","9","2025","Atlanta","Falcons","293","238","151","1653","14","89.5","41","217","5.29","1","0","0","0","0.00","0","15.6","140.8"
"26","Green Bay Packers","QB","9","2025","Green Bay","Packers","357","320","211","1888","13","91.3","22","80","3.64","1","0","0","0","0.00","0","15.6","140.5"
"27","Arizona Cardinals","QB","9","2025","Arizona","Cardinals","349","317","203","2152","10","86.4","33","118","3.58","1","0","0","0","0.00","0","15.0","134.9"
"28","Cleveland Browns","QB","9","2025","Cleveland","Browns","276","234","154","1649","15","95.2","39","125","3.21","0","0","0","0","0.00","0","14.6","131.5"
"29","Buffalo Bills","QB","9","2025","Buffalo","Bills","284","243","152","1685","9","86.9","32","222","6.94","1","1","0","0","0.00","0","14.0","125.6"
"30","Los Angeles Chargers","QB","10","2025","Los Angeles","Chargers","356","303","181","1897","9","75.5","45","220","4.89","2","0","0","0","0.00","0","13.9","138.9"
"31","Denver Broncos","QB","10","2025","Denver","Broncos","389","324","185","2066","8","78.0","38","114","3.00","2","0","0","0","0.00","0","13.2","132.0"
"32","Houston Texans","QB","9","2025","Houston","Texans","312","276","157","1706","9","72.5","24","157","6.54","0","0","0","0","0.00","0","12.5","112.9"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
