"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","QB","9","2025","Dallas","Cowboys","340","298","204","2446","22","112.3","53","224","4.23","4","0","0","0","0.00","0","25.6","230.2"
"2","Chicago Bears","QB","9","2025","Chicago","Bears","313","277","193","2273","20","98.8","36","256","7.11","3","0","0","0","0.00","0","22.6","203.5"
"3","Jacksonville Jaguars","QB","9","2025","Jacksonville","Jaguars","372","341","215","2355","21","89.3","35","165","4.71","3","0","0","0","0.00","0","22.5","202.7"
"4","Cincinnati Bengals","QB","9","2025","Cincinnati","Bengals","338","303","203","2399","20","101.9","38","135","3.55","1","2","2","22","11.00","1","22.3","200.7"
"5","Washington Commanders","QB","10","2025","Washington","Commanders","346","308","209","2737","22","112.7","36","168","4.67","1","0","0","0","0.00","0","21.7","217.3"
"6","New York Giants","QB","10","2025","New York","Giants","397","354","228","2442","16","94.9","58","279","4.81","4","1","1","0","0.00","0","21.6","215.6"
"7","Pittsburgh Steelers","QB","9","2025","Pittsburgh","Steelers","401","357","236","2616","15","92.4","35","130","3.71","3","0","0","0","0.00","0","21.0","188.6"
"8","Miami Dolphins","QB","10","2025","Miami","Dolphins","331","287","211","2202","17","112.2","48","229","4.77","4","0","0","0","0.00","0","20.0","200.0"
"9","Baltimore Ravens","QB","9","2025","Baltimore","Ravens","367","336","218","2326","15","93.7","42","153","3.64","2","0","0","0","0.00","0","19.3","173.3"
"10","Detroit Lions","QB","9","2025","Detroit","Lions","332","284","180","1986","18","93.4","49","168","3.43","2","0","0","0","0.00","0","19.0","171.2"
"11","San Francisco 49ers","QB","10","2025","San Francisco","49ers","370","339","230","2365","19","105.1","44","176","4.00","1","0","0","0","0.00","0","19.0","190.2"
"12","New York Jets","QB","9","2025","New York","Jets","306","268","167","1833","17","103.7","40","233","5.83","1","0","0","0","0.00","0","19.0","170.6"
"13","Tennessee Titans","QB","9","2025","Tennessee","Titans","308","265","190","2085","14","104.4","51","192","3.76","2","0","0","0","0.00","0","18.2","163.6"
"14","Seattle Seahawks","QB","9","2025","Seattle","Seahawks","405","343","218","2187","13","83.3","37","202","5.46","1","0","0","0","0.00","0","17.9","160.7"
"15","Tampa Bay Buccaneers","QB","9","2025","Tampa Bay","Buccaneers","367","310","204","2295","13","91.0","48","215","4.48","1","0","0","0","0.00","0","17.7","159.3"
"16","Las Vegas Raiders","QB","9","2025","Las Vegas","Raiders","332","297","198","2047","12","91.4","49","144","2.94","3","2","2","11","5.50","0","17.3","155.4"
"17","New Orleans Saints","QB","10","2025","New Orleans","Saints","321","284","194","2076","18","103.3","48","174","3.63","1","0","0","0","0.00","0","17.1","171.4"
"18","New England Patriots","QB","10","2025","New England","Patriots","368","331","227","2409","18","98.9","23","119","5.17","0","0","0","0","0.00","0","17.1","171.3"
"19","Minnesota Vikings","QB","9","2025","Minnesota","Vikings","294","252","169","1888","14","102.7","33","161","4.88","1","0","0","0","0.00","0","17.0","152.6"
"20","Indianapolis Colts","QB","10","2025","Indianapolis","Colts","420","376","241","2553","16","86.9","29","107","3.69","0","0","0","0","0.00","0","16.9","168.8"
"21","Kansas City Chiefs","QB","9","2025","Kansas City","Chiefs","294","249","178","1763","9","93.2","56","234","4.18","5","0","0","0","0.00","0","16.8","150.9"
