"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"28","Buffalo Bills","QB","13","2025","Buffalo","Bills","409","361","219","2412","16","84.9","41","264","6.44","2","1","0","0","0.00","0","14.4","186.9"
"29","Cleveland Browns","QB","13","2025","Cleveland","Browns","423","360","228","2412","19","88.8","52","153","2.94","1","0","0","0","0.00","0","14.1","182.8"
"30","Minnesota Vikings","QB","13","2025","Minnesota","Vikings","416","356","225","2463","14","90.8","48","228","4.75","1","0","0","0","0.00","0","13.7","178.3"
"31","Los Angeles Chargers","QB","13","2025","Los Angeles","Chargers","451","388","234","2455","12","72.9","56","231","4.13","3","0","0","0","0.00","0","13.3","173.3"
"32","Houston Texans","QB","13","2025","Houston","Texans","470","407","233","2514","12","71.0","40","270","6.75","0","1","1","-10","-10.00","0","12.5","162.6"

"Rank","Rank, Most to Least"
"Name","Team"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"YDS","Passing Yards"
"TD","Passing Touchdowns"
"RATE","QB Passer Rating"
"ATT","Rushing Attempts"
"YDS","Rushing Yards"
"YPC","Rushing Yards per Carry"
"TD","Rushing Touchdowns"
"TGT","Targets"
"REC","Receptions"
"YDS","Receiving Yards"
"YPT","Yards per Target"
"TD","Receiving Touchdowns"
"FP/G","Fantasy Points per Game"
"FP","Fantasy Points"
