"Team Details","","","","","","","Passing","","","","","","Rushing","","","","Receiving","","","","","FPTS",""
"Rank","Name","POS","G","Season","Location","Team Name","DB","ATT","CMP","YDS","TD","RATE","ATT","YDS","YPC","TD","TGT","REC","YDS","YPT","TD","FP/G","FP"
"1","Dallas Cowboys","QB","13","2025","Dallas","Cowboys","507","447","306","3543","29","109.1","69","299","4.33","6","0","0","0","0.00","0","24.7","320.6"
"2","Cincinnati Bengals","QB","13","2025","Cincinnati","Bengals","484","429","285","3433","26","101.3","60","269","4.48","2","2","2","22","11.00","1","21.8","283.4"
"3","New York Giants","QB","13","2025","New York","Giants","507","453","295","3183","23","98.0","67","314","4.69","4","1","1","0","0.00","0","21.4","277.7"
"4","Tampa Bay Buccaneers","QB","13","2025","Tampa Bay","Buccaneers","504","435","290","3330","21","94.1","64","326","5.09","6","0","0","0","0.00","0","20.8","269.8"
"5","Detroit Lions","QB","13","2025","Detroit","Lions","487","425","261","3097","25","92.4","71","230","3.24","3","1","1","33","33.00","1","20.4","265.2"
"6","Washington Commanders","QB","13","2025","Washington","Commanders","446","396","268","3392","26","109.7","44","203","4.61","1","0","0","0","0.00","0","20.2","262.0"
"7","Pittsburgh Steelers","QB","13","2025","Pittsburgh","Steelers","549","490","312","3396","21","89.0","55","231","4.20","5","0","0","0","0.00","0","20.1","261.9"
"8","Chicago Bears","QB","13","2025","Chicago","Bears","439","399","269","3058","27","94.0","44","293","6.66","3","0","0","0","0.00","0","20.0","259.6"
"9","Tennessee Titans","QB","13","2025","Tennessee","Titans","461","401","271","3196","22","103.7","63","256","4.06","3","0","0","0","0.00","0","19.5","253.4"
"10","Jacksonville Jaguars","QB","13","2025","Jacksonville","Jaguars","544","491","309","3134","22","83.3","48","223","4.65","4","0","0","0","0.00","0","19.0","246.7"
"11","Miami Dolphins","QB","13","2025","Miami","Dolphins","448","389","272","2823","20","100.2","59","296","5.02","4","0","0","0","0.00","0","18.4","239.5"
"12","San Francisco 49ers","QB","13","2025","San Francisco","49ers","491","451","312","3135","23","101.1","51","195","3.82","1","0","0","0","0.00","0","18.1","234.9"
"13","Baltimore Ravens","QB","13","2025","Baltimore","Ravens","517","470","293","3208","19","89.7","57","198","3.47","3","1","1","-9","-9.00","0","17.9","233.2"
"14","Atlanta Falcons","QB","13","2025","Atlanta","Falcons","468","389","251","2765","21","92.8","61","305","5.00","2","0","0","0","0.00","0","17.5","227.1"
"15","Las Vegas Raiders","QB","13","2025","Las Vegas","Raiders","458","409","281","2896","19","96.2","64","166","2.59","4","2","2","11","5.50","0","17.1","222.5"
"16","New England Patriots","QB","13","2025","New England","Patriots","469","419","279","2861","21","94.8","39","209","5.36","1","1","0","0","0.00","0","16.6","216.3"
"17","Indianapolis Colts","QB","13","2025","Indianapolis","Colts","544","488","310","3428","18","86.3","41","152","3.71","0","0","0","0","0.00","0","16.6","216.3"
"18","New York Jets","QB","13","2025","New York","Jets","429","379","239","2628","20","101.1","54","244","4.52","1","0","0","0","0.00","0","16.6","215.5"
"19","Kansas City Chiefs","QB","13","2025","Kansas City","Chiefs","441","387","263","2762","14","93.0","67","261","3.90","5","1","0","0","0.00","0","16.5","214.6"
"20","Philadelphia Eagles","QB","13","2025","Philadelphia","Eagles","506","438","245","2881","13","77.4","62","322","5.19","4","0","0","0","0.00","0","16.5","214.4"
"21","Arizona Cardinals","QB","13","2025","Arizona","Cardinals","475","432","280","3083","20","92.6","51","160","3.14","1","0","0","0","0.00","0","16.3","212.3"
"22","New Orleans Saints","QB","13","2025","New Orleans","Saints","412","360","236","2554","21","96.5","60","225","3.75","1","0","0","0","0.00","0","15.7","204.7"
"23","Los Angeles Rams","QB","13","2025","Los Angeles","Rams","519","461","294","2983","18","83.5","47","227","4.83","1","0","0","0","0.00","0","15.7","204.0"
"24","Seattle Seahawks","QB","13","2025","Seattle","Seahawks","548","473","295","2861","16","77.3","44","238","5.41","2","0","0","0","0.00","0","15.6","203.2"
"25","Carolina Panthers","QB","13","2025","Carolina","Panthers","434","398","260","2890","16","87.6","47","132","2.81","3","0","0","0","0.00","0","15.2","197.8"
"26","Green Bay Packers","QB","13","2025","Green Bay","Packers","482","429","281","2618","17","88.5","32","139","4.34","2","0","0","0","0.00","0","14.8","192.6"
"27","Denver Broncos","QB","13","2025","Denver","Broncos","531","451","263","2849","13","80.1","51","182","3.57","2","0","0","0","0.00","0","14.5","188.2"
